"ID","Gene","TO_annotation","TO_ID"
"13879","GRMZM5G891944","kernel number per row","TO:0000938"
"13880","GRMZM5G883759","yield trait","TO:0000371"
"13881","GRMZM5G883759","shoot system yield trait","TO:0000327"
"13882","GRMZM5G883759","infructescence yield trait","TO:0000936"
"13883","GRMZM5G883759","kernel number per row","TO:0000938"
"13884","AC197541.3_FG009","yield trait","TO:0000371"
"13885","AC197541.3_FG009","shoot system yield trait","TO:0000327"
"13886","AC197541.3_FG009","infructescence yield trait","TO:0000936"
"13887","AC197541.3_FG009","kernel row number per ear","TO:0000687"
"13888","GRMZM2G329002","yield trait","TO:0000371"
"13889","GRMZM2G329002","shoot system yield trait","TO:0000327"
"13890","GRMZM2G329002","infructescence yield trait","TO:0000936"
"13891","GRMZM2G329002","kernel row number per ear","TO:0000687"
"13892","GRMZM2G028252","yield trait","TO:0000371"
"13893","GRMZM2G028252","shoot system yield trait","TO:0000327"
"13894","GRMZM2G028252","infructescence yield trait","TO:0000936"
"13895","GRMZM2G028252","kernel row number per ear","TO:0000687"
"13896","GRMZM2G177220","yield trait","TO:0000371"
"13897","GRMZM2G177220","shoot system yield trait","TO:0000327"
"13898","GRMZM2G177220","infructescence yield trait","TO:0000936"
"13899","GRMZM2G177220","kernel row number per ear","TO:0000687"
"13900","GRMZM2G177198","yield trait","TO:0000371"
"13901","GRMZM2G177198","shoot system yield trait","TO:0000327"
"13902","GRMZM2G177198","infructescence yield trait","TO:0000936"
"13903","GRMZM2G177198","kernel row number per ear","TO:0000687"
"13904","GRMZM2G079897","yield trait","TO:0000371"
"13905","GRMZM2G079897","shoot system yield trait","TO:0000327"
"13906","GRMZM2G079897","infructescence yield trait","TO:0000936"
"13907","GRMZM2G079897","kernel row number per ear","TO:0000687"
"13908","GRMZM2G079904","yield trait","TO:0000371"
"13909","GRMZM2G079904","shoot system yield trait","TO:0000327"
"13910","GRMZM2G079904","infructescence yield trait","TO:0000936"
"13911","GRMZM2G079904","kernel row number per ear","TO:0000687"
"13912","GRMZM2G057942","kernel row number per ear","TO:0000687"
"13913","GRMZM5G891944","kernel row number per ear","TO:0000687"
"13914","GRMZM5G883759","kernel row number per ear","TO:0000687"
"13915","GRMZM2G180699","yield trait","TO:0000371"
"13916","GRMZM2G180699","shoot system yield trait","TO:0000327"
"13917","GRMZM2G180699","infructescence yield trait","TO:0000936"
"13918","GRMZM2G180699","kernel row number per ear","TO:0000687"
"13919","GRMZM2G141638","yield trait","TO:0000371"
"13920","GRMZM2G141638","shoot system yield trait","TO:0000327"
"13921","GRMZM2G141638","infructescence yield trait","TO:0000936"
"13922","GRMZM2G141638","kernel row number per ear","TO:0000687"
"13923","GRMZM2G141632","yield trait","TO:0000371"
"13924","GRMZM2G141632","shoot system yield trait","TO:0000327"
"13925","GRMZM2G141632","infructescence yield trait","TO:0000936"
"13926","GRMZM2G141632","kernel row number per ear","TO:0000687"
"13927","GRMZM2G081924","yield trait","TO:0000371"
"13928","GRMZM2G081924","shoot system yield trait","TO:0000327"
"13929","GRMZM2G081924","infructescence yield trait","TO:0000936"
"13930","GRMZM2G081924","kernel row number per ear","TO:0000687"
"13931","GRMZM2G478714","yield trait","TO:0000371"
"13932","GRMZM2G478714","shoot system yield trait","TO:0000327"
"13933","GRMZM2G478714","infructescence yield trait","TO:0000936"
"13934","GRMZM2G478714","kernel row number per ear","TO:0000687"
"13935","GRMZM2G702253","yield trait","TO:0000371"
"13936","GRMZM2G702253","shoot system yield trait","TO:0000327"
"13937","GRMZM2G702253","infructescence yield trait","TO:0000936"
"13938","GRMZM2G702253","kernel row number per ear","TO:0000687"
"13939","GRMZM2G359505","yield trait","TO:0000371"
"13940","GRMZM2G359505","shoot system yield trait","TO:0000327"
"13941","GRMZM2G359505","infructescence yield trait","TO:0000936"
"13942","GRMZM2G359505","kernel row number per ear","TO:0000687"
"13943","GRMZM2G073584","yield trait","TO:0000371"
"13944","GRMZM2G073584","shoot system yield trait","TO:0000327"
"13945","GRMZM2G073584","infructescence yield trait","TO:0000936"
"13946","GRMZM2G073584","kernel row number per ear","TO:0000687"
"13947","GRMZM2G702119","yield trait","TO:0000371"
"13948","GRMZM2G702119","shoot system yield trait","TO:0000327"
"13949","GRMZM2G702119","infructescence yield trait","TO:0000936"
"13950","GRMZM2G702119","kernel row number per ear","TO:0000687"
"13951","GRMZM2G022253","yield trait","TO:0000371"
"13952","GRMZM2G022253","shoot system yield trait","TO:0000327"
"13953","GRMZM2G022253","infructescence yield trait","TO:0000936"
"13954","GRMZM2G022253","kernel row number per ear","TO:0000687"
"13955","GRMZM2G324705","yield trait","TO:0000371"
"13956","GRMZM2G324705","shoot system yield trait","TO:0000327"
"13957","GRMZM2G324705","infructescence yield trait","TO:0000936"
"13958","GRMZM2G324705","kernel row number per ear","TO:0000687"
"13959","GRMZM2G430606","yield trait","TO:0000371"
"13960","GRMZM2G430606","shoot system yield trait","TO:0000327"
"13961","GRMZM2G430606","infructescence yield trait","TO:0000936"
"13962","GRMZM2G430606","kernel row number per ear","TO:0000687"
"13963","GRMZM2G122615","yield trait","TO:0000371"
"13964","GRMZM2G122615","shoot system yield trait","TO:0000327"
"13965","GRMZM2G122615","infructescence yield trait","TO:0000936"
"13966","GRMZM2G122615","kernel row number per ear","TO:0000687"
"13967","GRMZM2G037368","yield trait","TO:0000371"
"13968","GRMZM2G037368","shoot system yield trait","TO:0000327"
"13969","GRMZM2G037368","infructescence yield trait","TO:0000936"
"13970","GRMZM2G037368","kernel row number per ear","TO:0000687"
"13971","GRMZM2G158232","yield trait","TO:0000371"
"13972","GRMZM2G158232","shoot system yield trait","TO:0000327"
"13973","GRMZM2G158232","plant dry weight","TO:0000352"
"13974","GRMZM2G158232","root dry weight","TO:0000078"
"13975","GRMZM2G158232","deep root dry weight","TO:0000081"
"13976","GRMZM2G157317","yield trait","TO:0000371"
"13977","GRMZM2G157317","spikelet number","TO:0000456"
"13978","GRMZM2G157317","spikelets per panicle length","TO:0000565"
"13979","GRMZM2G052377","yield trait","TO:0000371"
"13980","GRMZM2G052377","spikelet number","TO:0000456"
"13981","GRMZM2G052377","spikelets per panicle length","TO:0000565"
"13982","GRMZM2G052442","yield trait","TO:0000371"
"13983","GRMZM2G052442","spikelet number","TO:0000456"
"13984","GRMZM2G052442","spikelets per panicle length","TO:0000565"
"13985","GRMZM2G099466","yield trait","TO:0000371"
"13986","GRMZM2G099466","spikelet number","TO:0000456"
"13987","GRMZM2G099466","spikelets per panicle length","TO:0000565"
"13988","GRMZM2G099461","yield trait","TO:0000371"
"13989","GRMZM2G099461","spikelet number","TO:0000456"
"13990","GRMZM2G099461","spikelets per panicle length","TO:0000565"
"13991","GRMZM6G995474","yield trait","TO:0000371"
"13992","GRMZM6G995474","spikelet number","TO:0000456"
"13993","GRMZM6G995474","spikelets per panicle length","TO:0000565"
"13994","GRMZM5G828362","yield trait","TO:0000371"
"13995","GRMZM5G828362","spikelet number","TO:0000456"
"13996","GRMZM5G828362","spikelets per panicle length","TO:0000565"
"13997","GRMZM2G092152","yield trait","TO:0000371"
"13998","GRMZM2G092152","spikelet number","TO:0000456"
"13999","GRMZM2G092152","spikelets per panicle length","TO:0000565"
"14000","GRMZM2G011541","yield trait","TO:0000371"
"14001","GRMZM2G011541","spikelet number","TO:0000456"
"14002","GRMZM2G011541","spikelets per panicle length","TO:0000565"
"14003","GRMZM2G059052","yield trait","TO:0000371"
"14004","GRMZM2G059052","spikelet number","TO:0000456"
"14005","GRMZM2G059052","spikelets per panicle length","TO:0000565"
"14006","GRMZM2G030784","yield trait","TO:0000371"
"14007","GRMZM2G030784","spikelet number","TO:0000456"
"14008","GRMZM2G030784","spikelets per panicle length","TO:0000565"
"14009","GRMZM2G030712","yield trait","TO:0000371"
"14010","GRMZM2G030712","spikelet number","TO:0000456"
"14011","GRMZM2G030712","spikelets per panicle length","TO:0000565"
"14012","GRMZM2G145753","yield trait","TO:0000371"
"14013","GRMZM2G145753","spikelet number","TO:0000456"
"14014","GRMZM2G145753","spikelets per panicle length","TO:0000565"
"14015","GRMZM2G118363","yield trait","TO:0000371"
"14016","GRMZM2G118363","spikelet number","TO:0000456"
"14017","GRMZM2G118363","spikelets per panicle length","TO:0000565"
"14018","GRMZM2G118441","yield trait","TO:0000371"
"14019","GRMZM2G118441","spikelet number","TO:0000456"
"14020","GRMZM2G118441","spikelets per panicle length","TO:0000565"
"14021","AC193318.3_FG006","yield trait","TO:0000371"
"14022","AC193318.3_FG006","spikelet number","TO:0000456"
"14023","AC193318.3_FG006","spikelets per panicle length","TO:0000565"
"14024","GRMZM2G027375","yield trait","TO:0000371"
"14025","GRMZM2G027375","spikelet number","TO:0000456"
"14026","GRMZM2G027375","spikelets per panicle length","TO:0000565"
"14027","GRMZM2G027478","yield trait","TO:0000371"
"14028","GRMZM2G027478","spikelet number","TO:0000456"
"14029","GRMZM2G027478","spikelets per panicle length","TO:0000565"
"14030","GRMZM2G330153","yield trait","TO:0000371"
"14031","GRMZM2G330153","spikelet number","TO:0000456"
"14032","GRMZM2G330153","spikelets per panicle length","TO:0000565"
"14033","GRMZM2G035278","yield trait","TO:0000371"
"14034","GRMZM2G035278","spikelet number","TO:0000456"
"14035","GRMZM2G035278","spikelets per panicle length","TO:0000565"
"14036","GRMZM2G055404","yield trait","TO:0000371"
"14037","GRMZM2G055404","spikelet number","TO:0000456"
"14038","GRMZM2G055404","spikelets per panicle length","TO:0000565"
"14039","GRMZM5G891944","spikelet number","TO:0000456"
"14040","GRMZM5G891944","spikelets per panicle length","TO:0000565"
"14041","GRMZM5G883759","spikelet number","TO:0000456"
"14042","GRMZM5G883759","spikelets per panicle length","TO:0000565"
"14043","GRMZM2G153087","yield trait","TO:0000371"
"14044","GRMZM2G153087","spikelet number","TO:0000456"
"14045","GRMZM2G153087","spikelets per panicle length","TO:0000565"
"14046","GRMZM2G127780","yield trait","TO:0000371"
"14047","GRMZM2G127780","spikelet number","TO:0000456"
"14048","GRMZM2G127780","spikelets per panicle length","TO:0000565"
"14049","GRMZM2G091540","yield trait","TO:0000371"
"14050","GRMZM2G091540","spikelet number","TO:0000456"
"14051","GRMZM2G091540","spikelets per panicle length","TO:0000565"
"14052","AC194298.3_FG005","yield trait","TO:0000371"
"14053","AC194298.3_FG005","spikelet number","TO:0000456"
"14054","AC194298.3_FG005","spikelets per panicle length","TO:0000565"
"14055","GRMZM2G091494","yield trait","TO:0000371"
"14056","GRMZM2G091494","spikelet number","TO:0000456"
"14057","GRMZM2G091494","spikelets per panicle length","TO:0000565"
"14058","GRMZM2G392345","yield trait","TO:0000371"
"14059","GRMZM2G392345","spikelet number","TO:0000456"
"14060","GRMZM2G392345","spikelets per panicle length","TO:0000565"
"14061","GRMZM2G333833","yield trait","TO:0000371"
"14062","GRMZM2G333833","spikelet number","TO:0000456"
"14063","GRMZM2G333833","spikelets per panicle length","TO:0000565"
"14064","GRMZM2G035276","yield trait","TO:0000371"
"14065","GRMZM2G035276","spikelet number","TO:0000456"
"14066","GRMZM2G035276","spikelets per panicle length","TO:0000565"
"14067","GRMZM2G035222","yield trait","TO:0000371"
"14068","GRMZM2G035222","spikelet number","TO:0000456"
"14069","GRMZM2G035222","spikelets per panicle length","TO:0000565"
"14070","GRMZM2G100597","yield trait","TO:0000371"
"14071","GRMZM2G100597","spikelet number","TO:0000456"
"14072","GRMZM2G100597","spikelets per panicle length","TO:0000565"
"14073","AC200725.4_FG008","yield trait","TO:0000371"
"14074","AC200725.4_FG008","spikelet number","TO:0000456"
"14075","AC200725.4_FG008","spikelets per panicle length","TO:0000565"
"14076","GRMZM2G320549","yield trait","TO:0000371"
"14077","GRMZM2G320549","spikelet number","TO:0000456"
"14078","GRMZM2G320549","spikelets per panicle length","TO:0000565"
"14079","GRMZM2G003838","yield trait","TO:0000371"
"14080","GRMZM2G003838","spikelet number","TO:0000456"
"14081","GRMZM2G003838","spikelets per panicle length","TO:0000565"
"14082","GRMZM2G045433","yield trait","TO:0000371"
"14083","GRMZM2G045433","spikelet number","TO:0000456"
"14084","GRMZM2G045433","spikelets per panicle length","TO:0000565"
"14085","GRMZM5G863784","yield trait","TO:0000371"
"14086","GRMZM5G863784","spikelet number","TO:0000456"
"14087","GRMZM5G863784","spikelets per panicle length","TO:0000565"
"14088","GRMZM2G454039","yield trait","TO:0000371"
"14089","GRMZM2G454039","spikelet number","TO:0000456"
"14090","GRMZM2G454039","spikelets per panicle length","TO:0000565"
"14091","GRMZM2G454044","yield trait","TO:0000371"
"14092","GRMZM2G454044","spikelet number","TO:0000456"
"14093","GRMZM2G454044","spikelets per panicle length","TO:0000565"
"14094","AC206285.3_FG003","yield trait","TO:0000371"
"14095","AC206285.3_FG003","spikelet number","TO:0000456"
"14096","AC206285.3_FG003","spikelets per panicle length","TO:0000565"
"14097","GRMZM2G176943","yield trait","TO:0000371"
"14098","GRMZM2G176943","spikelet number","TO:0000456"
"14099","GRMZM2G176943","spikelets per panicle length","TO:0000565"
"14100","AC198518.3_FG005","yield trait","TO:0000371"
"14101","AC198518.3_FG005","starch yield","TO:0000697"
"14102","GRMZM2G013045","yield trait","TO:0000371"
"14103","GRMZM2G013045","starch yield","TO:0000697"
"14104","GRMZM2G025817","yield trait","TO:0000371"
"14105","GRMZM2G025817","starch yield","TO:0000697"
"14106","GRMZM2G463525","yield trait","TO:0000371"
"14107","GRMZM2G463525","starch yield","TO:0000697"
"14108","GRMZM2G160687","yield trait","TO:0000371"
"14109","GRMZM2G160687","starch yield","TO:0000697"
"14110","GRMZM2G099340","yield trait","TO:0000371"
"14111","GRMZM2G099340","starch yield","TO:0000697"
"14112","GRMZM2G541193","yield trait","TO:0000371"
"14113","GRMZM2G541193","starch yield","TO:0000697"
"14114","GRMZM2G066345","yield trait","TO:0000371"
"14115","GRMZM2G066345","starch yield","TO:0000697"
"14116","GRMZM2G014833","yield trait","TO:0000371"
"14117","GRMZM2G014833","starch yield","TO:0000697"
"14118","GRMZM2G093405","yield trait","TO:0000371"
"14119","GRMZM2G093405","starch yield","TO:0000697"
"14120","AC233853.1_FG002","yield trait","TO:0000371"
"14121","AC233853.1_FG002","starch yield","TO:0000697"
"14122","AC233853.1_FG003","yield trait","TO:0000371"
"14123","AC233853.1_FG003","starch yield","TO:0000697"
"14124","GRMZM2G093278","yield trait","TO:0000371"
"14125","GRMZM2G093278","starch yield","TO:0000697"
"14126","GRMZM2G093313","yield trait","TO:0000371"
"14127","GRMZM2G093313","starch yield","TO:0000697"
"14128","GRMZM2G016435","yield trait","TO:0000371"
"14129","GRMZM2G016435","starch yield","TO:0000697"
"14130","GRMZM2G060383","biochemical trait","TO:0000277"
"14131","GRMZM2G060383","biological process related trait","TO:0000283"
"14132","GRMZM2G060383","physiological process related trait","TO:0000349"
"14133","GRMZM2G060383","leaf area index","TO:0012001"
"14134","GRMZM2G328742","biochemical trait","TO:0000277"
"14135","GRMZM2G328742","biological process related trait","TO:0000283"
"14136","GRMZM2G328742","physiological process related trait","TO:0000349"
"14137","GRMZM2G328742","leaf area index","TO:0012001"
"14138","GRMZM2G038588","biochemical trait","TO:0000277"
"14139","GRMZM2G038588","biological process related trait","TO:0000283"
"14140","GRMZM2G038588","physiological process related trait","TO:0000349"
"14141","GRMZM2G038588","leaf water potential","TO:0000131"
"14142","GRMZM2G038588","relative water content","TO:0000136"
"14143","GRMZM2G106798","biochemical trait","TO:0000277"
"14144","GRMZM2G106798","biological process related trait","TO:0000283"
"14145","GRMZM2G106798","physiological process related trait","TO:0000349"
"14146","GRMZM2G106798","lignin biosynthesis trait","TO:0000733"
"14147","GRMZM2G150691","biochemical trait","TO:0000277"
"14148","GRMZM2G150691","biological process related trait","TO:0000283"
"14149","GRMZM2G150691","physiological process related trait","TO:0000349"
"14150","GRMZM2G150691","lignin biosynthesis trait","TO:0000733"
"14151","GRMZM2G133444","biochemical trait","TO:0000277"
"14152","GRMZM2G133444","biological process related trait","TO:0000283"
"14153","GRMZM2G133444","physiological process related trait","TO:0000349"
"14154","GRMZM2G133444","lignin biosynthesis trait","TO:0000733"
"14155","GRMZM2G148355","biochemical trait","TO:0000277"
"14156","GRMZM2G148355","biological process related trait","TO:0000283"
"14157","GRMZM2G148355","physiological process related trait","TO:0000349"
"14158","GRMZM2G148355","lignin biosynthesis trait","TO:0000733"
"14159","GRMZM2G171420","biochemical trait","TO:0000277"
"14160","GRMZM2G171420","biological process related trait","TO:0000283"
"14161","GRMZM2G171420","physiological process related trait","TO:0000349"
"14162","GRMZM2G171420","photosynthetic rate","TO:0001015"
"14163","GRMZM2G171394","biochemical trait","TO:0000277"
"14164","GRMZM2G171394","biological process related trait","TO:0000283"
"14165","GRMZM2G171394","physiological process related trait","TO:0000349"
"14166","GRMZM2G171394","photosynthetic rate","TO:0001015"
"14167","GRMZM2G149272","biochemical trait","TO:0000277"
"14168","GRMZM2G149272","enzymatic activity and protein content related trait","TO:0000282"
"14169","GRMZM2G149272","enzyme activity trait","TO:0000599"
"14170","GRMZM2G149272","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"14171","GRMZM2G300258","biochemical trait","TO:0000277"
"14172","GRMZM2G300258","enzymatic activity and protein content related trait","TO:0000282"
"14173","GRMZM2G300258","enzyme activity trait","TO:0000599"
"14174","GRMZM2G300258","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"14175","GRMZM2G126128","biochemical trait","TO:0000277"
"14176","GRMZM2G126128","enzymatic activity and protein content related trait","TO:0000282"
"14177","GRMZM2G126128","enzyme activity trait","TO:0000599"
"14178","GRMZM2G126128","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"14179","GRMZM2G025409","biochemical trait","TO:0000277"
"14180","GRMZM2G025409","enzymatic activity and protein content related trait","TO:0000282"
"14181","GRMZM2G025409","protein content","TO:0000598"
"14182","GRMZM2G025409","glutamine synthetase content","TO:0000305"
"14183","GRMZM2G025171","biochemical trait","TO:0000277"
"14184","GRMZM2G025171","enzymatic activity and protein content related trait","TO:0000282"
"14185","GRMZM2G025171","protein content","TO:0000598"
"14186","GRMZM2G025171","glutamine synthetase content","TO:0000305"
"14187","GRMZM2G112663","biochemical trait","TO:0000277"
"14188","GRMZM2G112663","enzymatic activity and protein content related trait","TO:0000282"
"14189","GRMZM2G112663","protein content","TO:0000598"
"14190","GRMZM2G112663","soluble protein content","TO:0000325"
"14191","GRMZM2G112619","biochemical trait","TO:0000277"
"14192","GRMZM2G112619","enzymatic activity and protein content related trait","TO:0000282"
"14193","GRMZM2G112619","protein content","TO:0000598"
"14194","GRMZM2G112619","soluble protein content","TO:0000325"
"14195","GRMZM2G054210","biochemical trait","TO:0000277"
"14196","GRMZM2G054210","metabolite content related trait","TO:0000281"
"14197","GRMZM2G054210","carbohydrate content","TO:0000291"
"14198","GRMZM2G054210","sugar content","TO:0000333"
"14199","GRMZM2G054210","oligosaccharide content","TO:0006003"
"14200","GRMZM2G054210","fructose content","TO:0006005"
"14201","GRMZM2G570968","biochemical trait","TO:0000277"
"14202","GRMZM2G570968","metabolite content related trait","TO:0000281"
"14203","GRMZM2G570968","carbohydrate content","TO:0000291"
"14204","GRMZM2G570968","sugar content","TO:0000333"
"14205","GRMZM2G570968","oligosaccharide content","TO:0006003"
"14206","GRMZM2G570968","sucrose content","TO:0000328"
"14207","GRMZM2G032149","biochemical trait","TO:0000277"
"14208","GRMZM2G032149","metabolite content related trait","TO:0000281"
"14209","GRMZM2G032149","carbohydrate content","TO:0000291"
"14210","GRMZM2G032149","sugar content","TO:0000333"
"14211","GRMZM2G032149","oligosaccharide content","TO:0006003"
"14212","GRMZM2G032149","sucrose content","TO:0000328"
"14213","GRMZM2G332225","biochemical trait","TO:0000277"
"14214","GRMZM2G332225","metabolite content related trait","TO:0000281"
"14215","GRMZM2G332225","carbohydrate content","TO:0000291"
"14216","GRMZM2G332225","sugar content","TO:0000333"
"14217","GRMZM2G332225","oligosaccharide content","TO:0006003"
"14218","GRMZM2G332225","sucrose content","TO:0000328"
"14219","GRMZM2G070639","biochemical trait","TO:0000277"
"14220","GRMZM2G070639","metabolite content related trait","TO:0000281"
"14221","GRMZM2G070639","carbohydrate content","TO:0000291"
"14222","GRMZM2G070639","sugar content","TO:0000333"
"14223","GRMZM2G070639","polysaccharide content","TO:0006007"
"14224","GRMZM2G070639","sucrose content","TO:0000328"
"14225","GRMZM2G008341","biochemical trait","TO:0000277"
"14226","GRMZM2G008341","metabolite content related trait","TO:0000281"
"14227","GRMZM2G008341","carbohydrate content","TO:0000291"
"14228","GRMZM2G008341","sugar content","TO:0000333"
"14229","GRMZM2G008341","total soluble sugar content","TO:0000340"
"14230","GRMZM2G008913","biochemical trait","TO:0000277"
"14231","GRMZM2G008913","metabolite content related trait","TO:0000281"
"14232","GRMZM2G008913","carbohydrate content","TO:0000291"
"14233","GRMZM2G008913","sugar content","TO:0000333"
"14234","GRMZM2G008913","total soluble sugar content","TO:0000340"
"14235","GRMZM2G037334","biochemical trait","TO:0000277"
"14236","GRMZM2G037334","metabolite content related trait","TO:0000281"
"14237","GRMZM2G037334","fat and essential oil content","TO:0000604"
"14238","GRMZM2G037334","linoleic acid content","TO:0005001"
"14239","GRMZM2G064701","biochemical trait","TO:0000277"
"14240","GRMZM2G064701","metabolite content related trait","TO:0000281"
"14241","GRMZM2G064701","fat and essential oil content","TO:0000604"
"14242","GRMZM2G064701","linoleic acid content","TO:0005001"
"14243","GRMZM2G064960","biochemical trait","TO:0000277"
"14244","GRMZM2G064960","metabolite content related trait","TO:0000281"
"14245","GRMZM2G064960","fat and essential oil content","TO:0000604"
"14246","GRMZM2G064960","linoleic acid content","TO:0005001"
"14247","GRMZM2G021248","biochemical trait","TO:0000277"
"14248","GRMZM2G021248","metabolite content related trait","TO:0000281"
"14249","GRMZM2G021248","fat and essential oil content","TO:0000604"
"14250","GRMZM2G021248","linoleic acid content","TO:0005001"
"14251","GRMZM2G021339","biochemical trait","TO:0000277"
"14252","GRMZM2G021339","metabolite content related trait","TO:0000281"
"14253","GRMZM2G021339","fat and essential oil content","TO:0000604"
"14254","GRMZM2G021339","linoleic acid content","TO:0005001"
"14255","GRMZM2G021248","stearic acid content","TO:0005003"
"14256","GRMZM2G021339","stearic acid content","TO:0005003"
"14257","GRMZM2G040452","biochemical trait","TO:0000277"
"14258","GRMZM2G040452","metabolite content related trait","TO:0000281"
"14259","GRMZM2G040452","fat and essential oil content","TO:0000604"
"14260","GRMZM2G040452","linoleic acid content","TO:0005001"
"14261","GRMZM2G008691","biochemical trait","TO:0000277"
"14262","GRMZM2G008691","metabolite content related trait","TO:0000281"
"14263","GRMZM2G008691","fat and essential oil content","TO:0000604"
"14264","GRMZM2G008691","stearic acid content","TO:0005003"
"14265","GRMZM2G308193","biochemical trait","TO:0000277"
"14266","GRMZM2G308193","metabolite content related trait","TO:0000281"
"14267","GRMZM2G308193","fat and essential oil content","TO:0000604"
"14268","GRMZM2G308193","stearic acid content","TO:0005003"
"14269","GRMZM2G007729","biochemical trait","TO:0000277"
"14270","GRMZM2G007729","metabolite content related trait","TO:0000281"
"14271","GRMZM2G007729","fat and essential oil content","TO:0000604"
"14272","GRMZM2G007729","stearic acid content","TO:0005003"
"14273","GRMZM2G477205","biochemical trait","TO:0000277"
"14274","GRMZM2G477205","metabolite content related trait","TO:0000281"
"14275","GRMZM2G477205","fat and essential oil content","TO:0000604"
"14276","GRMZM2G477205","stearic acid content","TO:0005003"
"14277","GRMZM2G142342","biochemical trait","TO:0000277"
"14278","GRMZM2G142342","metabolite content related trait","TO:0000281"
"14279","GRMZM2G142342","fat and essential oil content","TO:0000604"
"14280","GRMZM2G142342","stearic acid content","TO:0005003"
"14281","GRMZM2G142344","biochemical trait","TO:0000277"
"14282","GRMZM2G142344","metabolite content related trait","TO:0000281"
"14283","GRMZM2G142344","fat and essential oil content","TO:0000604"
"14284","GRMZM2G142344","stearic acid content","TO:0005003"
"14285","GRMZM2G044625","biochemical trait","TO:0000277"
"14286","GRMZM2G044625","metabolite content related trait","TO:0000281"
"14287","GRMZM2G044625","fat and essential oil content","TO:0000604"
"14288","GRMZM2G044625","stearic acid content","TO:0005003"
"14289","GRMZM2G045387","biochemical trait","TO:0000277"
"14290","GRMZM2G045387","metabolite content related trait","TO:0000281"
"14291","GRMZM2G045387","fat and essential oil content","TO:0000604"
"14292","GRMZM2G045387","stearic acid content","TO:0005003"
"14293","GRMZM2G008748","biochemical trait","TO:0000277"
"14294","GRMZM2G008748","metabolite content related trait","TO:0000281"
"14295","GRMZM2G008748","growth hormone content","TO:0000476"
"14296","GRMZM2G008748","abscisic acid concentration","TO:0000478"
"14297","GRMZM2G125556","biochemical trait","TO:0000277"
"14298","GRMZM2G125556","metabolite content related trait","TO:0000281"
"14299","GRMZM2G125556","growth hormone content","TO:0000476"
"14300","GRMZM2G125556","abscisic acid concentration","TO:0000478"
"14301","GRMZM2G125529","biochemical trait","TO:0000277"
"14302","GRMZM2G125529","metabolite content related trait","TO:0000281"
"14303","GRMZM2G125529","growth hormone content","TO:0000476"
"14304","GRMZM2G125529","abscisic acid concentration","TO:0000478"
"14305","GRMZM2G339367","biochemical trait","TO:0000277"
"14306","GRMZM2G339367","metabolite content related trait","TO:0000281"
"14307","GRMZM2G339367","phytochemical compound content","TO:0000674"
"14308","GRMZM2G339367","carotenoid content","TO:0000496"
"14309","GRMZM2G339367","xanthophyll content","TO:0000301"
"14310","GRMZM2G339367","lutein content","TO:0002701"
"14311","GRMZM2G130002","biochemical trait","TO:0000277"
"14312","GRMZM2G130002","metabolite content related trait","TO:0000281"
"14313","GRMZM2G130002","phytochemical compound content","TO:0000674"
"14314","GRMZM2G130002","chlorophyll content","TO:0000495"
"14315","GRMZM2G130002","chlorophyll content in an extract","TO:0012003"
"14316","GRMZM2G129979","biochemical trait","TO:0000277"
"14317","GRMZM2G129979","metabolite content related trait","TO:0000281"
"14318","GRMZM2G129979","phytochemical compound content","TO:0000674"
"14319","GRMZM2G129979","chlorophyll content","TO:0000495"
"14320","GRMZM2G129979","chlorophyll content in an extract","TO:0012003"
"14321","GRMZM2G075044","biochemical trait","TO:0000277"
"14322","GRMZM2G075044","metabolite content related trait","TO:0000281"
"14323","GRMZM2G075044","phytochemical compound content","TO:0000674"
"14324","GRMZM2G075044","chlorophyll content","TO:0000495"
"14325","GRMZM2G075044","chlorophyll-a content","TO:0000293"
"14326","GRMZM2G075074","biochemical trait","TO:0000277"
"14327","GRMZM2G075074","metabolite content related trait","TO:0000281"
"14328","GRMZM2G075074","phytochemical compound content","TO:0000674"
"14329","GRMZM2G075074","chlorophyll content","TO:0000495"
"14330","GRMZM2G075074","chlorophyll-a content","TO:0000293"
"14331","GRMZM2G374575","biochemical trait","TO:0000277"
"14332","GRMZM2G374575","metabolite content related trait","TO:0000281"
"14333","GRMZM2G374575","phytochemical compound content","TO:0000674"
"14334","GRMZM2G374575","chlorophyll content","TO:0000495"
"14335","GRMZM2G374575","chlorophyll-a content","TO:0000293"
"14336","GRMZM2G075117","biochemical trait","TO:0000277"
"14337","GRMZM2G075117","metabolite content related trait","TO:0000281"
"14338","GRMZM2G075117","phytochemical compound content","TO:0000674"
"14339","GRMZM2G075117","chlorophyll content","TO:0000495"
"14340","GRMZM2G075117","chlorophyll-a content","TO:0000293"
"14341","GRMZM5G806771","biochemical trait","TO:0000277"
"14342","GRMZM5G806771","metabolite content related trait","TO:0000281"
"14343","GRMZM5G806771","phytochemical compound content","TO:0000674"
"14344","GRMZM5G806771","chlorophyll content","TO:0000495"
"14345","GRMZM5G806771","chlorophyll-a content","TO:0000293"
"14346","GRMZM2G026459","biochemical trait","TO:0000277"
"14347","GRMZM2G026459","metabolite content related trait","TO:0000281"
"14348","GRMZM2G026459","phytochemical compound content","TO:0000674"
