"ID","Gene","TO_annotation","TO_ID"
"1","GRMZM2G141386","biochemical trait","TO:0000277"
"2","GRMZM2G141386","biological process related trait","TO:0000283"
"3","GRMZM2G141386","physiological process related trait","TO:0000349"
"4","GRMZM2G141386","leaf water potential","TO:0000131"
"5","GRMZM2G141386","relative water content","TO:0000136"
"6","GRMZM2G007206","biochemical trait","TO:0000277"
"7","GRMZM2G007206","biological process related trait","TO:0000283"
"8","GRMZM2G007206","physiological process related trait","TO:0000349"
"9","GRMZM2G007206","lignin biosynthesis trait","TO:0000733"
"10","GRMZM2G005652","biochemical trait","TO:0000277"
"11","GRMZM2G005652","biological process related trait","TO:0000283"
"12","GRMZM2G005652","physiological process related trait","TO:0000349"
"13","GRMZM2G005652","lignin biosynthesis trait","TO:0000733"
"14","GRMZM2G010871","biochemical trait","TO:0000277"
"15","GRMZM2G010871","biological process related trait","TO:0000283"
"16","GRMZM2G010871","physiological process related trait","TO:0000349"
"17","GRMZM2G010871","lignin biosynthesis trait","TO:0000733"
"18","GRMZM2G103773","biochemical trait","TO:0000277"
"19","GRMZM2G103773","biological process related trait","TO:0000283"
"20","GRMZM2G103773","physiological process related trait","TO:0000349"
"21","GRMZM2G103773","photosynthetic ability","TO:0000316"
"22","GRMZM2G172244","biochemical trait","TO:0000277"
"23","GRMZM2G172244","biological process related trait","TO:0000283"
"24","GRMZM2G172244","physiological process related trait","TO:0000349"
"25","GRMZM2G172244","photosynthetic rate","TO:0001015"
"26","GRMZM2G175818","biochemical trait","TO:0000277"
"27","GRMZM2G175818","enzymatic activity and protein content related trait","TO:0000282"
"28","GRMZM2G175818","enzyme activity trait","TO:0000599"
"29","GRMZM2G175818","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"30","GRMZM2G169890","biochemical trait","TO:0000277"
"31","GRMZM2G169890","enzymatic activity and protein content related trait","TO:0000282"
"32","GRMZM2G169890","enzyme activity trait","TO:0000599"
"33","GRMZM2G169890","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"34","GRMZM2G147481","biochemical trait","TO:0000277"
"35","GRMZM2G147481","enzymatic activity and protein content related trait","TO:0000282"
"36","GRMZM2G147481","enzyme activity trait","TO:0000599"
"37","GRMZM2G147481","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"38","GRMZM5G800112","biochemical trait","TO:0000277"
"39","GRMZM5G800112","enzymatic activity and protein content related trait","TO:0000282"
"40","GRMZM5G800112","enzyme activity trait","TO:0000599"
"41","GRMZM5G800112","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"42","GRMZM2G173067","biochemical trait","TO:0000277"
"43","GRMZM2G173067","enzymatic activity and protein content related trait","TO:0000282"
"44","GRMZM2G173067","enzyme activity trait","TO:0000599"
"45","GRMZM2G173067","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"46","GRMZM2G043584","biochemical trait","TO:0000277"
"47","GRMZM2G043584","enzymatic activity and protein content related trait","TO:0000282"
"48","GRMZM2G043584","enzyme activity trait","TO:0000599"
"49","GRMZM2G043584","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"50","GRMZM2G085411","biochemical trait","TO:0000277"
"51","GRMZM2G085411","enzymatic activity and protein content related trait","TO:0000282"
"52","GRMZM2G085411","protein content","TO:0000598"
"53","GRMZM2G085411","glutamine synthetase content","TO:0000305"
"54","GRMZM2G085474","biochemical trait","TO:0000277"
"55","GRMZM2G085474","enzymatic activity and protein content related trait","TO:0000282"
"56","GRMZM2G085474","protein content","TO:0000598"
"57","GRMZM2G085474","glutamine synthetase content","TO:0000305"
"58","GRMZM2G479539","biochemical trait","TO:0000277"
"59","GRMZM2G479539","enzymatic activity and protein content related trait","TO:0000282"
"60","GRMZM2G479539","protein content","TO:0000598"
"61","GRMZM2G479539","glutamine synthetase content","TO:0000305"
"62","GRMZM2G112242","biochemical trait","TO:0000277"
"63","GRMZM2G112242","enzymatic activity and protein content related trait","TO:0000282"
"64","GRMZM2G112242","protein content","TO:0000598"
"65","GRMZM2G112242","glutamine synthetase content","TO:0000305"
"66","GRMZM2G411041","biochemical trait","TO:0000277"
"67","GRMZM2G411041","enzymatic activity and protein content related trait","TO:0000282"
"68","GRMZM2G411041","protein content","TO:0000598"
"69","GRMZM2G411041","glutamine synthetase content","TO:0000305"
"70","GRMZM2G147596","biochemical trait","TO:0000277"
"71","GRMZM2G147596","enzymatic activity and protein content related trait","TO:0000282"
"72","GRMZM2G147596","protein content","TO:0000598"
"73","GRMZM2G147596","glutamine synthetase content","TO:0000305"
"74","GRMZM2G152555","biochemical trait","TO:0000277"
"75","GRMZM2G152555","enzymatic activity and protein content related trait","TO:0000282"
"76","GRMZM2G152555","protein content","TO:0000598"
"77","GRMZM2G152555","glutamine synthetase content","TO:0000305"
"78","GRMZM2G136426","biochemical trait","TO:0000277"
"79","GRMZM2G136426","enzymatic activity and protein content related trait","TO:0000282"
"80","GRMZM2G136426","protein content","TO:0000598"
"81","GRMZM2G136426","glutamine synthetase content","TO:0000305"
"82","GRMZM2G127181","biochemical trait","TO:0000277"
"83","GRMZM2G127181","enzymatic activity and protein content related trait","TO:0000282"
"84","GRMZM2G127181","protein content","TO:0000598"
"85","GRMZM2G127181","soluble protein content","TO:0000325"
"86","GRMZM2G306919","biochemical trait","TO:0000277"
"87","GRMZM2G306919","enzymatic activity and protein content related trait","TO:0000282"
"88","GRMZM2G306919","protein content","TO:0000598"
"89","GRMZM2G306919","soluble protein content","TO:0000325"
"90","GRMZM2G136534","biochemical trait","TO:0000277"
"91","GRMZM2G136534","metabolite content related trait","TO:0000281"
"92","GRMZM2G136534","amino acid content","TO:0002673"
"93","GRMZM2G136534","proline content","TO:0006002"
"94","GRMZM2G127656","biochemical trait","TO:0000277"
"95","GRMZM2G127656","metabolite content related trait","TO:0000281"
"96","GRMZM2G127656","amino acid content","TO:0002673"
"97","GRMZM2G127656","proline content","TO:0006002"
"98","GRMZM2G073755","biochemical trait","TO:0000277"
"99","GRMZM2G073755","metabolite content related trait","TO:0000281"
"100","GRMZM2G073755","carbohydrate content","TO:0000291"
"101","GRMZM2G073755","sugar content","TO:0000333"
"102","GRMZM2G073755","oligosaccharide content","TO:0006003"
"103","GRMZM2G073755","fructose content","TO:0006005"
"104","GRMZM2G703688","biochemical trait","TO:0000277"
"105","GRMZM2G703688","metabolite content related trait","TO:0000281"
"106","GRMZM2G703688","carbohydrate content","TO:0000291"
"107","GRMZM2G703688","sugar content","TO:0000333"
"108","GRMZM2G703688","oligosaccharide content","TO:0006003"
"109","GRMZM2G703688","fructose content","TO:0006005"
"110","GRMZM2G086869","biochemical trait","TO:0000277"
"111","GRMZM2G086869","metabolite content related trait","TO:0000281"
"112","GRMZM2G086869","carbohydrate content","TO:0000291"
"113","GRMZM2G086869","sugar content","TO:0000333"
"114","GRMZM2G086869","oligosaccharide content","TO:0006003"
"115","GRMZM2G086869","fructose content","TO:0006005"
"116","GRMZM2G445602","biochemical trait","TO:0000277"
"117","GRMZM2G445602","metabolite content related trait","TO:0000281"
"118","GRMZM2G445602","carbohydrate content","TO:0000291"
"119","GRMZM2G445602","sugar content","TO:0000333"
"120","GRMZM2G445602","oligosaccharide content","TO:0006003"
"121","GRMZM2G445602","fructose content","TO:0006005"
"122","GRMZM2G344187","biochemical trait","TO:0000277"
"123","GRMZM2G344187","metabolite content related trait","TO:0000281"
"124","GRMZM2G344187","carbohydrate content","TO:0000291"
"125","GRMZM2G344187","sugar content","TO:0000333"
"126","GRMZM2G344187","oligosaccharide content","TO:0006003"
"127","GRMZM2G344187","sucrose content","TO:0000328"
"128","GRMZM2G175818","metabolite content related trait","TO:0000281"
"129","GRMZM2G175818","carbohydrate content","TO:0000291"
"130","GRMZM2G175818","sugar content","TO:0000333"
"131","GRMZM2G175818","oligosaccharide content","TO:0006003"
"132","GRMZM2G175818","sucrose content","TO:0000328"
"133","GRMZM2G346750","biochemical trait","TO:0000277"
"134","GRMZM2G346750","metabolite content related trait","TO:0000281"
"135","GRMZM2G346750","carbohydrate content","TO:0000291"
"136","GRMZM2G346750","sugar content","TO:0000333"
"137","GRMZM2G346750","oligosaccharide content","TO:0006003"
"138","GRMZM2G346750","sucrose content","TO:0000328"
"139","GRMZM2G415251","biochemical trait","TO:0000277"
"140","GRMZM2G415251","metabolite content related trait","TO:0000281"
"141","GRMZM2G415251","carbohydrate content","TO:0000291"
"142","GRMZM2G415251","sugar content","TO:0000333"
"143","GRMZM2G415251","oligosaccharide content","TO:0006003"
"144","GRMZM2G415251","sucrose content","TO:0000328"
"145","GRMZM2G114234","biochemical trait","TO:0000277"
"146","GRMZM2G114234","metabolite content related trait","TO:0000281"
"147","GRMZM2G114234","carbohydrate content","TO:0000291"
"148","GRMZM2G114234","sugar content","TO:0000333"
"149","GRMZM2G114234","oligosaccharide content","TO:0006003"
"150","GRMZM2G114234","sucrose content","TO:0000328"
"151","GRMZM2G114232","biochemical trait","TO:0000277"
"152","GRMZM2G114232","metabolite content related trait","TO:0000281"
"153","GRMZM2G114232","carbohydrate content","TO:0000291"
"154","GRMZM2G114232","sugar content","TO:0000333"
"155","GRMZM2G114232","oligosaccharide content","TO:0006003"
"156","GRMZM2G114232","sucrose content","TO:0000328"
"157","GRMZM2G114190","biochemical trait","TO:0000277"
"158","GRMZM2G114190","metabolite content related trait","TO:0000281"
"159","GRMZM2G114190","carbohydrate content","TO:0000291"
"160","GRMZM2G114190","sugar content","TO:0000333"
"161","GRMZM2G114190","oligosaccharide content","TO:0006003"
"162","GRMZM2G114190","sucrose content","TO:0000328"
"163","GRMZM2G162535","biochemical trait","TO:0000277"
"164","GRMZM2G162535","metabolite content related trait","TO:0000281"
"165","GRMZM2G162535","carbohydrate content","TO:0000291"
"166","GRMZM2G162535","sugar content","TO:0000333"
"167","GRMZM2G162535","oligosaccharide content","TO:0006003"
"168","GRMZM2G162535","sucrose content","TO:0000328"
"169","GRMZM2G471814","biochemical trait","TO:0000277"
"170","GRMZM2G471814","metabolite content related trait","TO:0000281"
"171","GRMZM2G471814","carbohydrate content","TO:0000291"
"172","GRMZM2G471814","sugar content","TO:0000333"
"173","GRMZM2G471814","oligosaccharide content","TO:0006003"
"174","GRMZM2G471814","sucrose content","TO:0000328"
"175","GRMZM2G330436","biochemical trait","TO:0000277"
"176","GRMZM2G330436","metabolite content related trait","TO:0000281"
"177","GRMZM2G330436","carbohydrate content","TO:0000291"
"178","GRMZM2G330436","sugar content","TO:0000333"
"179","GRMZM2G330436","oligosaccharide content","TO:0006003"
"180","GRMZM2G330436","sucrose content","TO:0000328"
"181","GRMZM2G127309","biochemical trait","TO:0000277"
"182","GRMZM2G127309","metabolite content related trait","TO:0000281"
"183","GRMZM2G127309","carbohydrate content","TO:0000291"
"184","GRMZM2G127309","sugar content","TO:0000333"
"185","GRMZM2G127309","oligosaccharide content","TO:0006003"
"186","GRMZM2G127309","sucrose content","TO:0000328"
"187","GRMZM2G068699","biochemical trait","TO:0000277"
"188","GRMZM2G068699","metabolite content related trait","TO:0000281"
"189","GRMZM2G068699","carbohydrate content","TO:0000291"
"190","GRMZM2G068699","sugar content","TO:0000333"
"191","GRMZM2G068699","polysaccharide content","TO:0006007"
"192","GRMZM2G068699","starch content","TO:0000696"
"193","GRMZM2G471814","total soluble sugar content","TO:0000340"
"194","GRMZM2G330436","total soluble sugar content","TO:0000340"
"195","GRMZM2G005844","biochemical trait","TO:0000277"
"196","GRMZM2G005844","metabolite content related trait","TO:0000281"
"197","GRMZM2G005844","carbohydrate content","TO:0000291"
"198","GRMZM2G005844","sugar content","TO:0000333"
"199","GRMZM2G005844","total soluble sugar content","TO:0000340"
"200","GRMZM2G031790","biochemical trait","TO:0000277"
"201","GRMZM2G031790","metabolite content related trait","TO:0000281"
"202","GRMZM2G031790","fat and essential oil content","TO:0000604"
"203","GRMZM2G031790","linoleic acid content","TO:0005001"
"204","GRMZM2G031718","biochemical trait","TO:0000277"
"205","GRMZM2G031718","metabolite content related trait","TO:0000281"
"206","GRMZM2G031718","fat and essential oil content","TO:0000604"
"207","GRMZM2G031718","linoleic acid content","TO:0005001"
"208","GRMZM2G020523","biochemical trait","TO:0000277"
"209","GRMZM2G020523","metabolite content related trait","TO:0000281"
"210","GRMZM2G020523","fat and essential oil content","TO:0000604"
"211","GRMZM2G020523","linoleic acid content","TO:0005001"
"212","GRMZM2G094742","biochemical trait","TO:0000277"
"213","GRMZM2G094742","metabolite content related trait","TO:0000281"
"214","GRMZM2G094742","fat and essential oil content","TO:0000604"
"215","GRMZM2G094742","linoleic acid content","TO:0005001"
"216","GRMZM2G094850","biochemical trait","TO:0000277"
"217","GRMZM2G094850","metabolite content related trait","TO:0000281"
"218","GRMZM2G094850","fat and essential oil content","TO:0000604"
"219","GRMZM2G094850","linoleic acid content","TO:0005001"
"220","GRMZM2G113158","biochemical trait","TO:0000277"
"221","GRMZM2G113158","metabolite content related trait","TO:0000281"
"222","GRMZM2G113158","fat and essential oil content","TO:0000604"
"223","GRMZM2G113158","linoleic acid content","TO:0005001"
"224","GRMZM2G059064","biochemical trait","TO:0000277"
"225","GRMZM2G059064","metabolite content related trait","TO:0000281"
"226","GRMZM2G059064","fat and essential oil content","TO:0000604"
"227","GRMZM2G059064","stearic acid content","TO:0005003"
"228","GRMZM2G059029","biochemical trait","TO:0000277"
"229","GRMZM2G059029","metabolite content related trait","TO:0000281"
"230","GRMZM2G059029","fat and essential oil content","TO:0000604"
"231","GRMZM2G059029","stearic acid content","TO:0005003"
"232","GRMZM2G358924","biochemical trait","TO:0000277"
"233","GRMZM2G358924","metabolite content related trait","TO:0000281"
"234","GRMZM2G358924","fat and essential oil content","TO:0000604"
"235","GRMZM2G358924","stearic acid content","TO:0005003"
"236","GRMZM2G144995","biochemical trait","TO:0000277"
"237","GRMZM2G144995","metabolite content related trait","TO:0000281"
"238","GRMZM2G144995","fat and essential oil content","TO:0000604"
"239","GRMZM2G144995","stearic acid content","TO:0005003"
"240","GRMZM2G445791","biochemical trait","TO:0000277"
"241","GRMZM2G445791","metabolite content related trait","TO:0000281"
"242","GRMZM2G445791","fat and essential oil content","TO:0000604"
"243","GRMZM2G445791","stearic acid content","TO:0005003"
"244","GRMZM2G062357","biochemical trait","TO:0000277"
"245","GRMZM2G062357","metabolite content related trait","TO:0000281"
"246","GRMZM2G062357","fat and essential oil content","TO:0000604"
"247","GRMZM2G062357","stearic acid content","TO:0005003"
"248","GRMZM2G019799","biochemical trait","TO:0000277"
"249","GRMZM2G019799","metabolite content related trait","TO:0000281"
"250","GRMZM2G019799","growth hormone content","TO:0000476"
"251","GRMZM2G019799","abscisic acid concentration","TO:0000478"
"252","GRMZM2G132623","biochemical trait","TO:0000277"
"253","GRMZM2G132623","metabolite content related trait","TO:0000281"
"254","GRMZM2G132623","growth hormone content","TO:0000476"
"255","GRMZM2G132623","abscisic acid concentration","TO:0000478"
"256","GRMZM2G132607","biochemical trait","TO:0000277"
"257","GRMZM2G132607","metabolite content related trait","TO:0000281"
"258","GRMZM2G132607","growth hormone content","TO:0000476"
"259","GRMZM2G132607","abscisic acid concentration","TO:0000478"
"260","GRMZM2G469371","biochemical trait","TO:0000277"
"261","GRMZM2G469371","metabolite content related trait","TO:0000281"
"262","GRMZM2G469371","phytochemical compound content","TO:0000674"
"263","GRMZM2G469371","carotenoid content","TO:0000496"
"264","GRMZM2G469371","carotene content","TO:0000289"
"265","GRMZM2G469371","acyclic carotene content","TO:0002698"
"266","GRMZM2G469371","xanthophyll content","TO:0000301"
"267","GRMZM2G469371","zeaxanthin content","TO:0020078"
"268","GRMZM2G156800","biochemical trait","TO:0000277"
"269","GRMZM2G156800","metabolite content related trait","TO:0000281"
"270","GRMZM2G156800","phytochemical compound content","TO:0000674"
"271","GRMZM2G156800","carotenoid content","TO:0000496"
"272","GRMZM2G156800","carotene content","TO:0000289"
"273","GRMZM2G156800","acyclic carotene content","TO:0002698"
"274","GRMZM2G070943","biochemical trait","TO:0000277"
"275","GRMZM2G070943","metabolite content related trait","TO:0000281"
"276","GRMZM2G070943","phytochemical compound content","TO:0000674"
"277","GRMZM2G070943","carotenoid content","TO:0000496"
"278","GRMZM2G070943","xanthophyll content","TO:0000301"
"279","GRMZM2G070943","lutein content","TO:0002701"
"280","GRMZM2G070899","biochemical trait","TO:0000277"
"281","GRMZM2G070899","metabolite content related trait","TO:0000281"
"282","GRMZM2G070899","phytochemical compound content","TO:0000674"
"283","GRMZM2G070899","carotenoid content","TO:0000496"
"284","GRMZM2G070899","xanthophyll content","TO:0000301"
"285","GRMZM2G070899","lutein content","TO:0002701"
"286","GRMZM2G114992","biochemical trait","TO:0000277"
"287","GRMZM2G114992","metabolite content related trait","TO:0000281"
"288","GRMZM2G114992","phytochemical compound content","TO:0000674"
"289","GRMZM2G114992","carotenoid content","TO:0000496"
"290","GRMZM2G114992","xanthophyll content","TO:0000301"
"291","GRMZM2G114992","lutein content","TO:0002701"
"292","GRMZM2G114899","biochemical trait","TO:0000277"
"293","GRMZM2G114899","metabolite content related trait","TO:0000281"
"294","GRMZM2G114899","phytochemical compound content","TO:0000674"
"295","GRMZM2G114899","carotenoid content","TO:0000496"
"296","GRMZM2G114899","xanthophyll content","TO:0000301"
"297","GRMZM2G114899","lutein content","TO:0002701"
"298","GRMZM2G114992","zeaxanthin content","TO:0020078"
"299","GRMZM2G114899","zeaxanthin content","TO:0020078"
"300","GRMZM2G137366","biochemical trait","TO:0000277"
"301","GRMZM2G137366","metabolite content related trait","TO:0000281"
"302","GRMZM2G137366","phytochemical compound content","TO:0000674"
"303","GRMZM2G137366","carotenoid content","TO:0000496"
"304","GRMZM2G137366","xanthophyll content","TO:0000301"
"305","GRMZM2G137366","zeaxanthin content","TO:0020078"
"306","GRMZM2G469371","lutein content","TO:0002701"
"307","GRMZM2G046888","biochemical trait","TO:0000277"
"308","GRMZM2G046888","metabolite content related trait","TO:0000281"
"309","GRMZM2G046888","phytochemical compound content","TO:0000674"
"310","GRMZM2G046888","carotenoid content","TO:0000496"
"311","GRMZM2G046888","xanthophyll content","TO:0000301"
"312","GRMZM2G046888","zeaxanthin content","TO:0020078"
"313","GRMZM2G046919","biochemical trait","TO:0000277"
"314","GRMZM2G046919","metabolite content related trait","TO:0000281"
"315","GRMZM2G046919","phytochemical compound content","TO:0000674"
"316","GRMZM2G046919","carotenoid content","TO:0000496"
"317","GRMZM2G046919","xanthophyll content","TO:0000301"
"318","GRMZM2G046919","zeaxanthin content","TO:0020078"
"319","GRMZM2G149024","biochemical trait","TO:0000277"
"320","GRMZM2G149024","metabolite content related trait","TO:0000281"
"321","GRMZM2G149024","phytochemical compound content","TO:0000674"
"322","GRMZM2G149024","chlorophyll content","TO:0000495"
"323","GRMZM2G149024","chlorophyll content in an extract","TO:0012003"
"324","GRMZM2G055037","biochemical trait","TO:0000277"
"325","GRMZM2G055037","metabolite content related trait","TO:0000281"
"326","GRMZM2G055037","phytochemical compound content","TO:0000674"
"327","GRMZM2G055037","chlorophyll content","TO:0000495"
"328","GRMZM2G055037","chlorophyll content in an extract","TO:0012003"
"329","GRMZM2G319281","biochemical trait","TO:0000277"
"330","GRMZM2G319281","metabolite content related trait","TO:0000281"
"331","GRMZM2G319281","phytochemical compound content","TO:0000674"
"332","GRMZM2G319281","chlorophyll content","TO:0000495"
"333","GRMZM2G319281","chlorophyll content in an extract","TO:0012003"
"334","GRMZM2G416069","biochemical trait","TO:0000277"
"335","GRMZM2G416069","metabolite content related trait","TO:0000281"
"336","GRMZM2G416069","phytochemical compound content","TO:0000674"
"337","GRMZM2G416069","chlorophyll content","TO:0000495"
"338","GRMZM2G416069","chlorophyll content in an extract","TO:0012003"
"339","GRMZM2G314064","biochemical trait","TO:0000277"
"340","GRMZM2G314064","metabolite content related trait","TO:0000281"
"341","GRMZM2G314064","phytochemical compound content","TO:0000674"
"342","GRMZM2G314064","chlorophyll content","TO:0000495"
"343","GRMZM2G314064","chlorophyll-a content","TO:0000293"
"344","GRMZM2G127150","biochemical trait","TO:0000277"
"345","GRMZM2G127150","metabolite content related trait","TO:0000281"
"346","GRMZM2G127150","phytochemical compound content","TO:0000674"
"347","GRMZM2G127150","chlorophyll content","TO:0000495"
"348","GRMZM2G127150","chlorophyll-a content","TO:0000293"
"349","GRMZM2G127181","metabolite content related trait","TO:0000281"
"350","GRMZM2G127181","phytochemical compound content","TO:0000674"
"351","GRMZM2G127181","chlorophyll content","TO:0000495"
"352","GRMZM2G127181","chlorophyll-a content","TO:0000293"
"353","GRMZM2G058734","biochemical trait","TO:0000277"
"354","GRMZM2G058734","metabolite content related trait","TO:0000281"
"355","GRMZM2G058734","phytochemical compound content","TO:0000674"
"356","GRMZM2G058734","chlorophyll content","TO:0000495"
"357","GRMZM2G058734","chlorophyll-a content","TO:0000293"
"358","GRMZM2G058760","biochemical trait","TO:0000277"
"359","GRMZM2G058760","metabolite content related trait","TO:0000281"
"360","GRMZM2G058760","phytochemical compound content","TO:0000674"
"361","GRMZM2G058760","chlorophyll content","TO:0000495"
"362","GRMZM2G058760","chlorophyll-a content","TO:0000293"
"363","GRMZM2G009435","biochemical trait","TO:0000277"
"364","GRMZM2G009435","metabolite content related trait","TO:0000281"
"365","GRMZM2G009435","phytochemical compound content","TO:0000674"
"366","GRMZM2G009435","chlorophyll content","TO:0000495"
"367","GRMZM2G009435","chlorophyll-a content","TO:0000293"
"368","GRMZM2G024389","biochemical trait","TO:0000277"
"369","GRMZM2G024389","metabolite content related trait","TO:0000281"
"370","GRMZM2G024389","phytochemical compound content","TO:0000674"
"371","GRMZM2G024389","chlorophyll content","TO:0000495"
"372","GRMZM2G024389","chlorophyll-b content","TO:0000295"
"373","GRMZM2G024267","biochemical trait","TO:0000277"
"374","GRMZM2G024267","metabolite content related trait","TO:0000281"
"375","GRMZM2G024267","phytochemical compound content","TO:0000674"
"376","GRMZM2G024267","chlorophyll content","TO:0000495"
"377","GRMZM2G024267","chlorophyll-b content","TO:0000295"
"378","GRMZM2G024374","biochemical trait","TO:0000277"
"379","GRMZM2G024374","metabolite content related trait","TO:0000281"
"380","GRMZM2G024374","phytochemical compound content","TO:0000674"
"381","GRMZM2G024374","chlorophyll content","TO:0000495"
"382","GRMZM2G024374","chlorophyll-b content","TO:0000295"
"383","AC207546.3_FG004","biochemical trait","TO:0000277"
"384","AC207546.3_FG004","metabolite content related trait","TO:0000281"
"385","AC207546.3_FG004","phytochemical compound content","TO:0000674"
"386","AC207546.3_FG004","chlorophyll content","TO:0000495"
"387","AC207546.3_FG004","chlorophyll-b content","TO:0000295"
"388","GRMZM2G472236","biochemical trait","TO:0000277"
"389","GRMZM2G472236","metabolite content related trait","TO:0000281"
"390","GRMZM2G472236","phytochemical compound content","TO:0000674"
"391","GRMZM2G472236","chlorophyll content","TO:0000495"
"392","GRMZM2G472236","chlorophyll-b content","TO:0000295"
"393","GRMZM2G169747","biochemical trait","TO:0000277"
"394","GRMZM2G169747","metabolite content related trait","TO:0000281"
"395","GRMZM2G169747","phytochemical compound content","TO:0000674"
"396","GRMZM2G169747","chlorophyll content","TO:0000495"
"397","GRMZM2G169747","chlorophyll-b content","TO:0000295"
"398","GRMZM2G021742","biochemical trait","TO:0000277"
"399","GRMZM2G021742","metabolite content related trait","TO:0000281"
"400","GRMZM2G021742","phytochemical compound content","TO:0000674"
"401","GRMZM2G021742","chlorophyll content","TO:0000495"
"402","GRMZM2G021742","chlorophyll-b content","TO:0000295"
"403","GRMZM2G021642","biochemical trait","TO:0000277"
"404","GRMZM2G021642","metabolite content related trait","TO:0000281"
"405","GRMZM2G021642","phytochemical compound content","TO:0000674"
"406","GRMZM2G021642","chlorophyll content","TO:0000495"
"407","GRMZM2G021642","chlorophyll-b content","TO:0000295"
"408","GRMZM2G171559","biochemical trait","TO:0000277"
"409","GRMZM2G171559","metabolite content related trait","TO:0000281"
"410","GRMZM2G171559","phytochemical compound content","TO:0000674"
"411","GRMZM2G171559","chlorophyll content","TO:0000495"
"412","GRMZM2G171559","chlorophyll-b content","TO:0000295"
"413","GRMZM2G445684","biochemical trait","TO:0000277"
"414","GRMZM2G445684","metabolite content related trait","TO:0000281"
"415","GRMZM2G445684","phytochemical compound content","TO:0000674"
"416","GRMZM2G445684","chlorophyll content","TO:0000495"
"417","GRMZM2G445684","chlorophyll-b content","TO:0000295"
"418","GRMZM5G856966","biochemical trait","TO:0000277"
"419","GRMZM5G856966","metabolite content related trait","TO:0000281"
"420","GRMZM5G856966","phytochemical compound content","TO:0000674"
"421","GRMZM5G856966","chlorophyll content","TO:0000495"
"422","GRMZM5G856966","chlorophyll-b content","TO:0000295"
"423","GRMZM2G113202","biochemical trait","TO:0000277"
"424","GRMZM2G113202","metabolite content related trait","TO:0000281"
"425","GRMZM2G113202","phytochemical compound content","TO:0000674"
"426","GRMZM2G113202","chlorophyll content","TO:0000495"
"427","GRMZM2G113202","chlorophyll-b content","TO:0000295"
"428","GRMZM2G174650","biochemical trait","TO:0000277"
"429","GRMZM2G174650","metabolite content related trait","TO:0000281"
"430","GRMZM2G174650","phytochemical compound content","TO:0000674"
"431","GRMZM2G174650","chlorophyll content","TO:0000495"
"432","GRMZM2G174650","chlorophyll-b content","TO:0000295"
"433","GRMZM2G114775","biochemical trait","TO:0000277"
"434","GRMZM2G114775","metabolite content related trait","TO:0000281"
"435","GRMZM2G114775","phytochemical compound content","TO:0000674"
"436","GRMZM2G114775","chlorophyll content","TO:0000495"
"437","GRMZM2G114775","chlorophyll-b content","TO:0000295"
"438","GRMZM2G156739","biochemical trait","TO:0000277"
"439","GRMZM2G156739","metabolite content related trait","TO:0000281"
"440","GRMZM2G156739","phytochemical compound content","TO:0000674"
"441","GRMZM2G156739","chlorophyll content","TO:0000495"
"442","GRMZM2G156739","chlorophyll-b content","TO:0000295"
"443","GRMZM2G156729","biochemical trait","TO:0000277"
"444","GRMZM2G156729","metabolite content related trait","TO:0000281"
"445","GRMZM2G156729","phytochemical compound content","TO:0000674"
"446","GRMZM2G156729","chlorophyll content","TO:0000495"
"447","GRMZM2G156729","chlorophyll-b content","TO:0000295"
"448","GRMZM2G423927","biochemical trait","TO:0000277"
"449","GRMZM2G423927","metabolite content related trait","TO:0000281"
"450","GRMZM2G423927","phytochemical compound content","TO:0000674"
"451","GRMZM2G423927","chlorophyll content","TO:0000495"
"452","GRMZM2G423927","chlorophyll-b content","TO:0000295"
"453","GRMZM2G423337","biochemical trait","TO:0000277"
"454","GRMZM2G423337","mineral and ion content related trait","TO:0000465"
"455","GRMZM2G423337","nitrogen content","TO:0020093"
"456","GRMZM2G423337","nitrate content","TO:0020094"
"457","GRMZM2G136025","biochemical trait","TO:0000277"
"458","GRMZM2G136025","mineral and ion content related trait","TO:0000465"
"459","GRMZM2G136025","nitrogen content","TO:0020093"
"460","GRMZM2G136025","nitrate content","TO:0020094"
"461","GRMZM2G550861","biochemical trait","TO:0000277"
"462","GRMZM2G550861","mineral and ion content related trait","TO:0000465"
"463","GRMZM2G550861","nitrogen content","TO:0020093"
"464","GRMZM2G550861","nitrate content","TO:0020094"
"465","GRMZM2G018941","biochemical trait","TO:0000277"
"466","GRMZM2G018941","mineral and ion content related trait","TO:0000465"
"467","GRMZM2G018941","nitrogen content","TO:0020093"
"468","GRMZM2G018941","nitrate content","TO:0020094"
"469","GRMZM2G493946","biochemical trait","TO:0000277"
"470","GRMZM2G493946","mineral and ion content related trait","TO:0000465"
"471","GRMZM2G493946","nitrogen content","TO:0020093"
"472","GRMZM2G493946","nitrate content","TO:0020094"
"473","GRMZM5G852533","biochemical trait","TO:0000277"
"474","GRMZM5G852533","mineral and ion content related trait","TO:0000465"
"475","GRMZM5G852533","nitrogen content","TO:0020093"
"476","GRMZM5G852533","nitrate content","TO:0020094"
