"ID","Gene","TO_annotation","TO_ID"
"12782","GRMZM2G047204","biochemical trait","TO:0000277"
"12783","GRMZM2G047204","enzymatic activity and protein content related trait","TO:0000282"
"12784","GRMZM2G047204","protein content","TO:0000598"
"12785","GRMZM2G047204","soluble protein content","TO:0000325"
"12786","GRMZM2G047131","biochemical trait","TO:0000277"
"12787","GRMZM2G047131","enzymatic activity and protein content related trait","TO:0000282"
"12788","GRMZM2G047131","protein content","TO:0000598"
"12789","GRMZM2G047131","soluble protein content","TO:0000325"
"12790","GRMZM2G067877","biochemical trait","TO:0000277"
"12791","GRMZM2G067877","enzymatic activity and protein content related trait","TO:0000282"
"12792","GRMZM2G067877","protein content","TO:0000598"
"12793","GRMZM2G067877","soluble protein content","TO:0000325"
"12794","GRMZM2G108480","biochemical trait","TO:0000277"
"12795","GRMZM2G108480","enzymatic activity and protein content related trait","TO:0000282"
"12796","GRMZM2G108480","protein content","TO:0000598"
"12797","GRMZM2G108480","soluble protein content","TO:0000325"
"12798","GRMZM2G161610","biochemical trait","TO:0000277"
"12799","GRMZM2G161610","metabolite content related trait","TO:0000281"
"12800","GRMZM2G161610","carbohydrate content","TO:0000291"
"12801","GRMZM2G161610","sugar content","TO:0000333"
"12802","GRMZM2G161610","oligosaccharide content","TO:0006003"
"12803","GRMZM2G161610","fructose content","TO:0006005"
"12804","GRMZM2G161666","biochemical trait","TO:0000277"
"12805","GRMZM2G161666","metabolite content related trait","TO:0000281"
"12806","GRMZM2G161666","carbohydrate content","TO:0000291"
"12807","GRMZM2G161666","sugar content","TO:0000333"
"12808","GRMZM2G161666","oligosaccharide content","TO:0006003"
"12809","GRMZM2G161666","fructose content","TO:0006005"
"12810","GRMZM2G161680","biochemical trait","TO:0000277"
"12811","GRMZM2G161680","metabolite content related trait","TO:0000281"
"12812","GRMZM2G161680","carbohydrate content","TO:0000291"
"12813","GRMZM2G161680","sugar content","TO:0000333"
"12814","GRMZM2G161680","oligosaccharide content","TO:0006003"
"12815","GRMZM2G161680","fructose content","TO:0006005"
"12816","GRMZM2G174129","biochemical trait","TO:0000277"
"12817","GRMZM2G174129","metabolite content related trait","TO:0000281"
"12818","GRMZM2G174129","carbohydrate content","TO:0000291"
"12819","GRMZM2G174129","sugar content","TO:0000333"
"12820","GRMZM2G174129","oligosaccharide content","TO:0006003"
"12821","GRMZM2G174129","sucrose content","TO:0000328"
"12822","GRMZM5G847982","biochemical trait","TO:0000277"
"12823","GRMZM5G847982","metabolite content related trait","TO:0000281"
"12824","GRMZM5G847982","carbohydrate content","TO:0000291"
"12825","GRMZM5G847982","sugar content","TO:0000333"
"12826","GRMZM5G847982","oligosaccharide content","TO:0006003"
"12827","GRMZM5G847982","sucrose content","TO:0000328"
"12828","GRMZM2G152040","biochemical trait","TO:0000277"
"12829","GRMZM2G152040","metabolite content related trait","TO:0000281"
"12830","GRMZM2G152040","carbohydrate content","TO:0000291"
"12831","GRMZM2G152040","sugar content","TO:0000333"
"12832","GRMZM2G152040","oligosaccharide content","TO:0006003"
"12833","GRMZM2G152040","sucrose content","TO:0000328"
"12834","GRMZM2G050412","biochemical trait","TO:0000277"
"12835","GRMZM2G050412","metabolite content related trait","TO:0000281"
"12836","GRMZM2G050412","carbohydrate content","TO:0000291"
"12837","GRMZM2G050412","sugar content","TO:0000333"
"12838","GRMZM2G050412","oligosaccharide content","TO:0006003"
"12839","GRMZM2G050412","sucrose content","TO:0000328"
"12840","GRMZM2G105398","biochemical trait","TO:0000277"
"12841","GRMZM2G105398","metabolite content related trait","TO:0000281"
"12842","GRMZM2G105398","carbohydrate content","TO:0000291"
"12843","GRMZM2G105398","sugar content","TO:0000333"
"12844","GRMZM2G105398","polysaccharide content","TO:0006007"
"12845","GRMZM2G105398","sucrose content","TO:0000328"
"12846","GRMZM2G062657","metabolite content related trait","TO:0000281"
"12847","GRMZM2G062657","carbohydrate content","TO:0000291"
"12848","GRMZM2G062657","sugar content","TO:0000333"
"12849","GRMZM2G062657","total soluble sugar content","TO:0000340"
"12850","GRMZM2G103526","biochemical trait","TO:0000277"
"12851","GRMZM2G103526","metabolite content related trait","TO:0000281"
"12852","GRMZM2G103526","fat and essential oil content","TO:0000604"
"12853","GRMZM2G103526","linoleic acid content","TO:0005001"
"12854","GRMZM2G101515","biochemical trait","TO:0000277"
"12855","GRMZM2G101515","metabolite content related trait","TO:0000281"
"12856","GRMZM2G101515","fat and essential oil content","TO:0000604"
"12857","GRMZM2G101515","linoleic acid content","TO:0005001"
"12858","GRMZM2G701082","biochemical trait","TO:0000277"
"12859","GRMZM2G701082","metabolite content related trait","TO:0000281"
"12860","GRMZM2G701082","fat and essential oil content","TO:0000604"
"12861","GRMZM2G701082","linoleic acid content","TO:0005001"
"12862","GRMZM2G701082","stearic acid content","TO:0005003"
"12863","GRMZM2G122563","biochemical trait","TO:0000277"
"12864","GRMZM2G122563","metabolite content related trait","TO:0000281"
"12865","GRMZM2G122563","fat and essential oil content","TO:0000604"
"12866","GRMZM2G122563","linoleic acid content","TO:0005001"
"12867","GRMZM2G122577","biochemical trait","TO:0000277"
"12868","GRMZM2G122577","metabolite content related trait","TO:0000281"
"12869","GRMZM2G122577","fat and essential oil content","TO:0000604"
"12870","GRMZM2G122577","linoleic acid content","TO:0005001"
"12871","GRMZM2G079200","biochemical trait","TO:0000277"
"12872","GRMZM2G079200","metabolite content related trait","TO:0000281"
"12873","GRMZM2G079200","fat and essential oil content","TO:0000604"
"12874","GRMZM2G079200","stearic acid content","TO:0005003"
"12875","GRMZM2G138842","biochemical trait","TO:0000277"
"12876","GRMZM2G138842","metabolite content related trait","TO:0000281"
"12877","GRMZM2G138842","fat and essential oil content","TO:0000604"
"12878","GRMZM2G138842","stearic acid content","TO:0005003"
"12879","GRMZM6G949474","biochemical trait","TO:0000277"
"12880","GRMZM6G949474","metabolite content related trait","TO:0000281"
"12881","GRMZM6G949474","fat and essential oil content","TO:0000604"
"12882","GRMZM6G949474","stearic acid content","TO:0005003"
"12883","GRMZM2G084812","biochemical trait","TO:0000277"
"12884","GRMZM2G084812","metabolite content related trait","TO:0000281"
"12885","GRMZM2G084812","fat and essential oil content","TO:0000604"
"12886","GRMZM2G084812","stearic acid content","TO:0005003"
"12887","GRMZM2G105398","fat and essential oil content","TO:0000604"
"12888","GRMZM2G105398","stearic acid content","TO:0005003"
"12889","GRMZM2G032028","biochemical trait","TO:0000277"
"12890","GRMZM2G032028","metabolite content related trait","TO:0000281"
"12891","GRMZM2G032028","fat and essential oil content","TO:0000604"
"12892","GRMZM2G032028","stearic acid content","TO:0005003"
"12893","GRMZM2G331283","biochemical trait","TO:0000277"
"12894","GRMZM2G331283","metabolite content related trait","TO:0000281"
"12895","GRMZM2G331283","fat and essential oil content","TO:0000604"
"12896","GRMZM2G331283","stearic acid content","TO:0005003"
"12897","GRMZM2G029685","biochemical trait","TO:0000277"
"12898","GRMZM2G029685","metabolite content related trait","TO:0000281"
"12899","GRMZM2G029685","fat and essential oil content","TO:0000604"
"12900","GRMZM2G029685","stearic acid content","TO:0005003"
"12901","GRMZM2G101707","biochemical trait","TO:0000277"
"12902","GRMZM2G101707","metabolite content related trait","TO:0000281"
"12903","GRMZM2G101707","fat and essential oil content","TO:0000604"
"12904","GRMZM2G101707","stearic acid content","TO:0005003"
"12905","GRMZM2G167786","biochemical trait","TO:0000277"
"12906","GRMZM2G167786","metabolite content related trait","TO:0000281"
"12907","GRMZM2G167786","fat and essential oil content","TO:0000604"
"12908","GRMZM2G167786","stearic acid content","TO:0005003"
"12909","GRMZM2G167860","biochemical trait","TO:0000277"
"12910","GRMZM2G167860","metabolite content related trait","TO:0000281"
"12911","GRMZM2G167860","fat and essential oil content","TO:0000604"
"12912","GRMZM2G167860","stearic acid content","TO:0005003"
"12913","GRMZM2G456568","biochemical trait","TO:0000277"
"12914","GRMZM2G456568","metabolite content related trait","TO:0000281"
"12915","GRMZM2G456568","growth hormone content","TO:0000476"
"12916","GRMZM2G456568","abscisic acid concentration","TO:0000478"
"12917","GRMZM2G069254","biochemical trait","TO:0000277"
"12918","GRMZM2G069254","metabolite content related trait","TO:0000281"
"12919","GRMZM2G069254","phytochemical compound content","TO:0000674"
"12920","GRMZM2G069254","carotenoid content","TO:0000496"
"12921","GRMZM2G069254","xanthophyll content","TO:0000301"
"12922","GRMZM2G069254","zeaxanthin content","TO:0020078"
"12923","GRMZM5G841343","biochemical trait","TO:0000277"
"12924","GRMZM5G841343","metabolite content related trait","TO:0000281"
"12925","GRMZM5G841343","phytochemical compound content","TO:0000674"
"12926","GRMZM5G841343","carotenoid content","TO:0000496"
"12927","GRMZM5G841343","xanthophyll content","TO:0000301"
"12928","GRMZM5G841343","zeaxanthin content","TO:0020078"
"12929","GRMZM2G145662","biochemical trait","TO:0000277"
"12930","GRMZM2G145662","metabolite content related trait","TO:0000281"
"12931","GRMZM2G145662","phytochemical compound content","TO:0000674"
"12932","GRMZM2G145662","carotenoid content","TO:0000496"
"12933","GRMZM2G145662","xanthophyll content","TO:0000301"
"12934","GRMZM2G145662","zeaxanthin content","TO:0020078"
"12935","GRMZM2G145655","biochemical trait","TO:0000277"
"12936","GRMZM2G145655","metabolite content related trait","TO:0000281"
"12937","GRMZM2G145655","phytochemical compound content","TO:0000674"
"12938","GRMZM2G145655","carotenoid content","TO:0000496"
"12939","GRMZM2G145655","xanthophyll content","TO:0000301"
"12940","GRMZM2G145655","zeaxanthin content","TO:0020078"
"12941","GRMZM2G445881","biochemical trait","TO:0000277"
"12942","GRMZM2G445881","metabolite content related trait","TO:0000281"
"12943","GRMZM2G445881","phytochemical compound content","TO:0000674"
"12944","GRMZM2G445881","carotenoid content","TO:0000496"
"12945","GRMZM2G445881","xanthophyll content","TO:0000301"
"12946","GRMZM2G445881","zeaxanthin content","TO:0020078"
"12947","GRMZM2G353729","biochemical trait","TO:0000277"
"12948","GRMZM2G353729","metabolite content related trait","TO:0000281"
"12949","GRMZM2G353729","phytochemical compound content","TO:0000674"
"12950","GRMZM2G353729","chlorophyll content","TO:0000495"
"12951","GRMZM2G353729","chlorophyll-a content","TO:0000293"
"12952","GRMZM2G334409","plant growth and development trait","TO:0000357"
"12953","GRMZM2G334409","plant phenological trait","TO:0000933"
"12954","GRMZM2G334409","days to inflorescence exsertion","TO:0001021"
"12955","GRMZM2G334409","days to heading","TO:0000137"
"12956","GRMZM2G023769","plant growth and development trait","TO:0000357"
"12957","GRMZM2G023769","plant phenological trait","TO:0000933"
"12958","GRMZM2G023769","days to inflorescence exsertion","TO:0001021"
"12959","GRMZM2G023769","days to heading","TO:0000137"
"12960","GRMZM2G348912","plant growth and development trait","TO:0000357"
"12961","GRMZM2G348912","plant phenological trait","TO:0000933"
"12962","GRMZM2G348912","days to inflorescence exsertion","TO:0001021"
"12963","GRMZM2G348912","days to heading","TO:0000137"
"12964","GRMZM2G048892","plant growth and development trait","TO:0000357"
"12965","GRMZM2G048892","plant phenological trait","TO:0000933"
"12966","GRMZM2G048892","days to inflorescence exsertion","TO:0001021"
"12967","GRMZM2G048892","days to heading","TO:0000137"
"12968","GRMZM2G317596","plant growth and development trait","TO:0000357"
"12969","GRMZM2G317596","plant phenological trait","TO:0000933"
"12970","GRMZM2G317596","days to inflorescence exsertion","TO:0001021"
"12971","GRMZM2G317596","days to heading","TO:0000137"
"12972","GRMZM2G022453","plant growth and development trait","TO:0000357"
"12973","GRMZM2G022453","plant phenological trait","TO:0000933"
"12974","GRMZM2G022453","days to inflorescence exsertion","TO:0001021"
"12975","GRMZM2G022453","days to heading","TO:0000137"
"12976","GRMZM2G022619","plant growth and development trait","TO:0000357"
"12977","GRMZM2G022619","plant phenological trait","TO:0000933"
"12978","GRMZM2G022619","days to inflorescence exsertion","TO:0001021"
"12979","GRMZM2G022619","days to heading","TO:0000137"
"12980","GRMZM2G039385","plant growth and development trait","TO:0000357"
"12981","GRMZM2G039385","plant phenological trait","TO:0000933"
"12982","GRMZM2G039385","days to inflorescence exsertion","TO:0001021"
"12983","GRMZM2G039385","days to heading","TO:0000137"
"12984","GRMZM2G402002","plant growth and development trait","TO:0000357"
"12985","GRMZM2G402002","plant phenological trait","TO:0000933"
"12986","GRMZM2G402002","days to inflorescence exsertion","TO:0001021"
"12987","GRMZM2G402002","days to heading","TO:0000137"
"12988","GRMZM2G061663","plant growth and development trait","TO:0000357"
"12989","GRMZM2G061663","plant phenological trait","TO:0000933"
"12990","GRMZM2G061663","days to inflorescence exsertion","TO:0001021"
"12991","GRMZM2G061663","days to heading","TO:0000137"
"12992","AC204050.4_FG006","plant growth and development trait","TO:0000357"
"12993","AC204050.4_FG006","plant phenological trait","TO:0000933"
"12994","AC204050.4_FG006","days to inflorescence exsertion","TO:0001021"
"12995","AC204050.4_FG006","days to heading","TO:0000137"
"12996","GRMZM2G014705","plant growth and development trait","TO:0000357"
"12997","GRMZM2G014705","plant phenological trait","TO:0000933"
"12998","GRMZM2G014705","days to inflorescence exsertion","TO:0001021"
"12999","GRMZM2G014705","days to heading","TO:0000137"
"13000","GRMZM2G042146","plant growth and development trait","TO:0000357"
"13001","GRMZM2G042146","plant phenological trait","TO:0000933"
"13002","GRMZM2G042146","days to inflorescence exsertion","TO:0001021"
"13003","GRMZM2G042146","days to heading","TO:0000137"
"13004","GRMZM2G473679","plant growth and development trait","TO:0000357"
"13005","GRMZM2G473679","plant phenological trait","TO:0000933"
"13006","GRMZM2G473679","days to inflorescence exsertion","TO:0001021"
"13007","GRMZM2G473679","days to heading","TO:0000137"
"13008","GRMZM2G451187","plant growth and development trait","TO:0000357"
"13009","GRMZM2G451187","plant phenological trait","TO:0000933"
"13010","GRMZM2G451187","days to inflorescence exsertion","TO:0001021"
"13011","GRMZM2G451187","days to heading","TO:0000137"
"13012","GRMZM2G102915","plant growth and development trait","TO:0000357"
"13013","GRMZM2G102915","plant phenological trait","TO:0000933"
"13014","GRMZM2G102915","days to inflorescence exsertion","TO:0001021"
"13015","GRMZM2G102915","days to heading","TO:0000137"
"13016","GRMZM2G102838","plant growth and development trait","TO:0000357"
"13017","GRMZM2G102838","plant phenological trait","TO:0000933"
"13018","GRMZM2G102838","days to inflorescence exsertion","TO:0001021"
"13019","GRMZM2G102838","days to heading","TO:0000137"
"13020","GRMZM2G156310","plant growth and development trait","TO:0000357"
"13021","GRMZM2G156310","plant phenological trait","TO:0000933"
"13022","GRMZM2G156310","flowering time trait","TO:0002616"
"13023","GRMZM2G156310","anthesis silking interval","TO:0000463"
"13024","GRMZM2G127297","plant growth and development trait","TO:0000357"
"13025","GRMZM2G127297","plant phenological trait","TO:0000933"
"13026","GRMZM2G127297","flowering time trait","TO:0002616"
"13027","GRMZM2G127297","anthesis silking interval","TO:0000463"
"13028","GRMZM2G173428","plant growth and development trait","TO:0000357"
"13029","GRMZM2G173428","plant phenological trait","TO:0000933"
"13030","GRMZM2G173428","flowering time trait","TO:0002616"
"13031","GRMZM2G173428","anthesis silking interval","TO:0000463"
"13032","GRMZM5G858880","plant growth and development trait","TO:0000357"
"13033","GRMZM5G858880","plant phenological trait","TO:0000933"
"13034","GRMZM5G858880","flowering time trait","TO:0002616"
"13035","GRMZM5G858880","anthesis silking interval","TO:0000463"
"13036","GRMZM2G137704","plant growth and development trait","TO:0000357"
"13037","GRMZM2G137704","plant phenological trait","TO:0000933"
"13038","GRMZM2G137704","flowering time trait","TO:0002616"
"13039","GRMZM2G137704","anthesis silking interval","TO:0000463"
"13040","GRMZM2G043943","plant growth and development trait","TO:0000357"
"13041","GRMZM2G043943","plant phenological trait","TO:0000933"
"13042","GRMZM2G043943","flowering time trait","TO:0002616"
"13043","GRMZM2G043943","anthesis silking interval","TO:0000463"
"13044","GRMZM5G846097","plant growth and development trait","TO:0000357"
"13045","GRMZM5G846097","plant phenological trait","TO:0000933"
"13046","GRMZM5G846097","flowering time trait","TO:0002616"
"13047","GRMZM5G846097","anthesis silking interval","TO:0000463"
"13048","GRMZM5G893630","plant growth and development trait","TO:0000357"
"13049","GRMZM5G893630","plant phenological trait","TO:0000933"
"13050","GRMZM5G893630","flowering time trait","TO:0002616"
"13051","GRMZM5G893630","anthesis silking interval","TO:0000463"
"13052","GRMZM2G167243","plant growth and development trait","TO:0000357"
"13053","GRMZM2G167243","plant phenological trait","TO:0000933"
"13054","GRMZM2G167243","flowering time trait","TO:0002616"
"13055","GRMZM2G167243","anthesis silking interval","TO:0000463"
"13056","GRMZM2G090245","plant growth and development trait","TO:0000357"
"13057","GRMZM2G090245","plant phenological trait","TO:0000933"
"13058","GRMZM2G090245","flowering time trait","TO:0002616"
"13059","GRMZM2G090245","days to flowering trait","TO:0000344"
"13060","GRMZM2G090245","days to silk","TO:0000658"
"13061","GRMZM2G090087","plant growth and development trait","TO:0000357"
"13062","GRMZM2G090087","plant phenological trait","TO:0000933"
"13063","GRMZM2G090087","flowering time trait","TO:0002616"
"13064","GRMZM2G090087","days to flowering trait","TO:0000344"
"13065","GRMZM2G090087","days to silk","TO:0000658"
"13066","GRMZM2G132212","plant growth and development trait","TO:0000357"
"13067","GRMZM2G132212","plant phenological trait","TO:0000933"
"13068","GRMZM2G132212","flowering time trait","TO:0002616"
"13069","GRMZM2G132212","days to flowering trait","TO:0000344"
"13070","GRMZM2G132212","days to silk","TO:0000658"
"13071","GRMZM2G432801","plant growth and development trait","TO:0000357"
"13072","GRMZM2G432801","plant phenological trait","TO:0000933"
"13073","GRMZM2G432801","flowering time trait","TO:0002616"
"13074","GRMZM2G432801","days to flowering trait","TO:0000344"
"13075","GRMZM2G432801","days to silk","TO:0000658"
"13076","GRMZM2G106607","plant growth and development trait","TO:0000357"
"13077","GRMZM2G106607","plant phenological trait","TO:0000933"
"13078","GRMZM2G106607","flowering time trait","TO:0002616"
"13079","GRMZM2G106607","days to flowering trait","TO:0000344"
"13080","GRMZM2G106607","days to silk","TO:0000658"
"13081","GRMZM2G101457","plant growth and development trait","TO:0000357"
"13082","GRMZM2G101457","plant phenological trait","TO:0000933"
"13083","GRMZM2G101457","flowering time trait","TO:0002616"
"13084","GRMZM2G101457","days to flowering trait","TO:0000344"
"13085","GRMZM2G101457","days to silk","TO:0000658"
"13086","GRMZM2G101533","plant growth and development trait","TO:0000357"
"13087","GRMZM2G101533","plant phenological trait","TO:0000933"
"13088","GRMZM2G101533","flowering time trait","TO:0002616"
"13089","GRMZM2G101533","days to flowering trait","TO:0000344"
"13090","GRMZM2G101533","days to silk","TO:0000658"
"13091","GRMZM2G474546","plant growth and development trait","TO:0000357"
"13092","GRMZM2G474546","plant phenological trait","TO:0000933"
"13093","GRMZM2G474546","flowering time trait","TO:0002616"
"13094","GRMZM2G474546","days to flowering trait","TO:0000344"
"13095","GRMZM2G474546","days to silk","TO:0000658"
"13096","GRMZM2G127338","plant growth and development trait","TO:0000357"
"13097","GRMZM2G127338","plant phenological trait","TO:0000933"
"13098","GRMZM2G127338","flowering time trait","TO:0002616"
"13099","GRMZM2G127338","days to flowering trait","TO:0000344"
"13100","GRMZM2G127338","days to silk","TO:0000658"
"13101","GRMZM2G429322","plant growth and development trait","TO:0000357"
"13102","GRMZM2G429322","plant phenological trait","TO:0000933"
"13103","GRMZM2G429322","flowering time trait","TO:0002616"
"13104","GRMZM2G429322","days to flowering trait","TO:0000344"
"13105","GRMZM2G429322","days to silk","TO:0000658"
"13106","GRMZM2G014705","flowering time trait","TO:0002616"
"13107","GRMZM2G014705","days to flowering trait","TO:0000344"
"13108","GRMZM2G014705","days to silk","TO:0000658"
"13109","GRMZM2G169089","plant growth and development trait","TO:0000357"
"13110","GRMZM2G169089","plant phenological trait","TO:0000933"
"13111","GRMZM2G169089","flowering time trait","TO:0002616"
"13112","GRMZM2G169089","days to flowering trait","TO:0000344"
"13113","GRMZM2G169089","days to silk","TO:0000658"
"13114","GRMZM2G166364","plant growth and development trait","TO:0000357"
"13115","GRMZM2G166364","plant phenological trait","TO:0000933"
"13116","GRMZM2G166364","flowering time trait","TO:0002616"
"13117","GRMZM2G166364","days to flowering trait","TO:0000344"
"13118","GRMZM2G166364","days to silk","TO:0000658"
"13119","GRMZM2G321778","plant growth and development trait","TO:0000357"
"13120","GRMZM2G321778","plant phenological trait","TO:0000933"
"13121","GRMZM2G321778","flowering time trait","TO:0002616"
"13122","GRMZM2G321778","days to flowering trait","TO:0000344"
"13123","GRMZM2G321778","days to silk","TO:0000658"
"13124","GRMZM2G092465","plant growth and development trait","TO:0000357"
"13125","GRMZM2G092465","plant phenological trait","TO:0000933"
"13126","GRMZM2G092465","flowering time trait","TO:0002616"
"13127","GRMZM2G092465","days to flowering trait","TO:0000344"
"13128","GRMZM2G092465","days to silk","TO:0000658"
"13129","GRMZM2G451187","flowering time trait","TO:0002616"
"13130","GRMZM2G451187","days to flowering trait","TO:0000344"
"13131","GRMZM2G451187","days to silk","TO:0000658"
"13132","GRMZM2G102915","flowering time trait","TO:0002616"
"13133","GRMZM2G102915","days to flowering trait","TO:0000344"
"13134","GRMZM2G102915","days to silk","TO:0000658"
"13135","GRMZM2G102838","flowering time trait","TO:0002616"
"13136","GRMZM2G102838","days to flowering trait","TO:0000344"
"13137","GRMZM2G102838","days to silk","TO:0000658"
"13138","GRMZM2G318180","plant growth and development trait","TO:0000357"
"13139","GRMZM2G318180","plant phenological trait","TO:0000933"
"13140","GRMZM2G318180","flowering time trait","TO:0002616"
"13141","GRMZM2G318180","days to flowering trait","TO:0000344"
"13142","GRMZM2G318180","days to silk","TO:0000658"
"13143","GRMZM2G021549","plant growth and development trait","TO:0000357"
"13144","GRMZM2G021549","plant phenological trait","TO:0000933"
"13145","GRMZM2G021549","flowering time trait","TO:0002616"
"13146","GRMZM2G021549","days to flowering trait","TO:0000344"
"13147","GRMZM2G021549","days to silk","TO:0000658"
"13148","GRMZM2G074358","plant growth and development trait","TO:0000357"
"13149","GRMZM2G074358","plant phenological trait","TO:0000933"
"13150","GRMZM2G074358","flowering time trait","TO:0002616"
"13151","GRMZM2G074358","days to flowering trait","TO:0000344"
"13152","GRMZM2G074358","days to silk","TO:0000658"
"13153","GRMZM2G125037","plant growth and development trait","TO:0000357"
"13154","GRMZM2G125037","plant phenological trait","TO:0000933"
"13155","GRMZM2G125037","flowering time trait","TO:0002616"
"13156","GRMZM2G125037","photoperiod-sensitive flowering time trait","TO:0000934"
"13157","GRMZM2G380377","plant growth and development trait","TO:0000357"
"13158","GRMZM2G380377","plant phenological trait","TO:0000933"
"13159","GRMZM2G380377","flowering time trait","TO:0002616"
"13160","GRMZM2G380377","photoperiod-sensitive flowering time trait","TO:0000934"
"13161","GRMZM2G078458","plant growth and development trait","TO:0000357"
"13162","GRMZM2G078458","plant phenological trait","TO:0000933"
"13163","GRMZM2G078458","flowering time trait","TO:0002616"
"13164","GRMZM2G078458","photoperiod-sensitive flowering time trait","TO:0000934"
"13165","GRMZM2G150302","plant growth and development trait","TO:0000357"
"13166","GRMZM2G150302","plant structure growth and development trait","TO:0000928"
"13167","GRMZM2G150302","shoot system growth and development trait","TO:0000654"
"13168","GRMZM2G150302","inflorescence development trait","TO:0006027"
"13169","GRMZM2G150302","inflorescence branching","TO:0000050"
"13170","GRMZM2G150302","inflorescence branch arrangement","TO:0002751"
"13171","GRMZM2G058900","plant growth and development trait","TO:0000357"
"13172","GRMZM2G058900","plant structure growth and development trait","TO:0000928"
"13173","GRMZM2G058900","shoot system growth and development trait","TO:0000654"
"13174","GRMZM2G058900","inflorescence development trait","TO:0006027"
"13175","GRMZM2G058900","inflorescence branching","TO:0000050"
"13176","GRMZM2G058900","inflorescence branch arrangement","TO:0002751"
"13177","GRMZM2G125072","plant growth and development trait","TO:0000357"
"13178","GRMZM2G125072","plant structure growth and development trait","TO:0000928"
"13179","GRMZM2G125072","shoot system growth and development trait","TO:0000654"
"13180","GRMZM2G125072","inflorescence development trait","TO:0006027"
"13181","GRMZM2G125072","inflorescence branching","TO:0000050"
"13182","GRMZM2G125072","inflorescence branch arrangement","TO:0002751"
"13183","GRMZM5G834377","plant growth and development trait","TO:0000357"
"13184","GRMZM5G834377","plant structure growth and development trait","TO:0000928"
"13185","GRMZM5G834377","shoot system growth and development trait","TO:0000654"
"13186","GRMZM5G834377","inflorescence development trait","TO:0006027"
"13187","GRMZM5G834377","inflorescence branching","TO:0000050"
"13188","GRMZM5G834377","inflorescence branch arrangement","TO:0002751"
"13189","GRMZM2G405133","plant growth and development trait","TO:0000357"
"13190","GRMZM2G405133","plant structure growth and development trait","TO:0000928"
"13191","GRMZM2G405133","shoot system growth and development trait","TO:0000654"
"13192","GRMZM2G405133","inflorescence development trait","TO:0006027"
"13193","GRMZM2G405133","inflorescence branching","TO:0000050"
"13194","GRMZM2G405133","inflorescence branch arrangement","TO:0002751"
"13195","GRMZM2G552322","plant growth and development trait","TO:0000357"
"13196","GRMZM2G552322","plant structure growth and development trait","TO:0000928"
"13197","GRMZM2G552322","shoot system growth and development trait","TO:0000654"
"13198","GRMZM2G552322","inflorescence development trait","TO:0006027"
"13199","GRMZM2G552322","inflorescence branching","TO:0000050"
"13200","GRMZM2G552322","inflorescence branch arrangement","TO:0002751"
"13201","GRMZM2G160314","plant growth and development trait","TO:0000357"
"13202","GRMZM2G160314","plant structure growth and development trait","TO:0000928"
"13203","GRMZM2G160314","shoot system growth and development trait","TO:0000654"
"13204","GRMZM2G160314","inflorescence development trait","TO:0006027"
"13205","GRMZM2G160314","inflorescence branching","TO:0000050"
"13206","GRMZM2G160314","inflorescence branch arrangement","TO:0002751"
"13207","GRMZM2G004396","plant growth and development trait","TO:0000357"
"13208","GRMZM2G004396","plant structure growth and development trait","TO:0000928"
"13209","GRMZM2G004396","shoot system growth and development trait","TO:0000654"
"13210","GRMZM2G004396","inflorescence development trait","TO:0006027"
"13211","GRMZM2G004396","inflorescence branching","TO:0000050"
"13212","GRMZM2G004396","inflorescence branch arrangement","TO:0002751"
"13213","GRMZM2G004375","plant growth and development trait","TO:0000357"
"13214","GRMZM2G004375","plant structure growth and development trait","TO:0000928"
"13215","GRMZM2G004375","shoot system growth and development trait","TO:0000654"
"13216","GRMZM2G004375","inflorescence development trait","TO:0006027"
"13217","GRMZM2G004375","inflorescence branching","TO:0000050"
"13218","GRMZM2G004375","inflorescence branch arrangement","TO:0002751"
"13219","GRMZM2G117854","plant growth and development trait","TO:0000357"
"13220","GRMZM2G117854","plant structure growth and development trait","TO:0000928"
"13221","GRMZM2G117854","shoot system growth and development trait","TO:0000654"
"13222","GRMZM2G117854","inflorescence development trait","TO:0006027"
"13223","GRMZM2G117854","inflorescence branching","TO:0000050"
"13224","GRMZM2G117854","inflorescence branch arrangement","TO:0002751"
"13225","GRMZM5G847615","plant growth and development trait","TO:0000357"
"13226","GRMZM5G847615","plant structure growth and development trait","TO:0000928"
"13227","GRMZM5G847615","shoot system growth and development trait","TO:0000654"
"13228","GRMZM5G847615","inflorescence development trait","TO:0006027"
"13229","GRMZM5G847615","inflorescence branching","TO:0000050"
"13230","GRMZM5G847615","inflorescence branch arrangement","TO:0002751"
"13231","GRMZM2G089021","plant growth and development trait","TO:0000357"
"13232","GRMZM2G089021","plant structure growth and development trait","TO:0000928"
"13233","GRMZM2G089021","shoot system growth and development trait","TO:0000654"
"13234","GRMZM2G089021","inflorescence development trait","TO:0006027"
"13235","GRMZM2G089021","inflorescence branching","TO:0000050"
"13236","GRMZM2G089021","inflorescence branch arrangement","TO:0002751"
"13237","GRMZM2G141810","plant growth and development trait","TO:0000357"
"13238","GRMZM2G141810","plant structure growth and development trait","TO:0000928"
"13239","GRMZM2G141810","shoot system growth and development trait","TO:0000654"
"13240","GRMZM2G141810","inflorescence development trait","TO:0006027"
"13241","GRMZM2G141810","inflorescence branching","TO:0000050"
"13242","GRMZM2G141810","inflorescence branch arrangement","TO:0002751"
