"moduleID","gene#","genelist"
"76","22","LOC_Os06g08730 LOC_Os04g47130 LOC_Os07g42770 LOC_Os07g10920 LOC_Os12g06800 LOC_Os03g03880 LOC_Os04g46930 LOC_Os06g08750 LOC_Os11g08080 LOC_Os03g53890 LOC_Os06g48570 LOC_Os03g10200 LOC_Os11g01200 LOC_Os10g39230 LOC_Os07g06670 LOC_Os02g27400 LOC_Os01g62300 "
"77","22","LOC_Os02g39870 LOC_Os08g06060 LOC_Os04g55230 LOC_Os10g11140 LOC_Os02g04330 LOC_Os06g22060 LOC_Os08g25734 LOC_Os10g35010 LOC_Os12g43520 LOC_Os04g39270 LOC_Os03g56320 LOC_Os02g39570 LOC_Os03g20380 LOC_Os01g57740 LOC_Os12g12370 LOC_Os11g28270 LOC_Os01g24880 "
"78","21","LOC_Os12g10880 LOC_Os09g08100 LOC_Os05g48260 LOC_Os01g46440 LOC_Os04g35534 LOC_Os02g52380 LOC_Os05g30760 LOC_Os12g03050 LOC_Os05g50610 LOC_Os06g43080 LOC_Os12g41630 LOC_Os12g06410 LOC_Os06g05310 LOC_Os04g53606 LOC_Os05g49100 LOC_Os01g51140 LOC_Os06g04220 "
"79","21","LOC_Os02g55250 LOC_Os07g45740 LOC_Os03g03560 LOC_Os10g30640 LOC_Os08g01650 LOC_Os03g37100 LOC_Os10g18070 LOC_Os08g38010 LOC_Os07g03060 LOC_Os03g60200 LOC_Os01g18060 LOC_Os11g05690 LOC_Os07g46770 LOC_Os06g30420 LOC_Os05g06260 LOC_Os11g04200 LOC_Os01g73950 "
"8","392","LOC_Os03g05620 LOC_Os07g39940 LOC_Os01g02110 LOC_Os03g17150 LOC_Os11g04530 LOC_Os10g42750 LOC_Os10g18760 LOC_Os01g24550 LOC_Os11g07770 LOC_Os05g14220 LOC_Os11g15300 LOC_Os09g19350 LOC_Os06g01860 LOC_Os07g35860 LOC_Os05g19570 LOC_Os10g11730 LOC_Os11g42940 "
"80","21","LOC_Os06g21110 LOC_Os07g30670 LOC_Os03g53710 LOC_Os03g29950 LOC_Os01g51980 LOC_Os01g61630 LOC_Os02g07360 LOC_Os01g13570 LOC_Os02g03670 LOC_Os07g38230 LOC_Os07g29240 LOC_Os05g03750 LOC_Os01g04130 LOC_Os03g52239 LOC_Os03g03260 LOC_Os07g03960 LOC_Os01g01340 "
"81","21","LOC_Os02g02980 LOC_Os02g47320 LOC_Os10g34400 LOC_Os04g35190 LOC_Os03g58570 LOC_Os04g51390 LOC_Os01g13060 LOC_Os12g32630 LOC_Os06g40609 LOC_Os06g09540 LOC_Os05g51630 LOC_Os12g41800 LOC_Os06g40200 LOC_Os05g05160 LOC_Os02g57750 LOC_Os02g45320 LOC_Os12g40279 "
"82","21","LOC_Os02g37090 LOC_Os01g66580 LOC_Os08g09860 LOC_Os07g33300 LOC_Os09g17049 LOC_Os07g47630 LOC_Os03g62640 LOC_Os11g34150 LOC_Os03g11520 LOC_Os05g34720 LOC_Os02g46920 LOC_Os04g19684 LOC_Os06g04399 LOC_Os05g43480 LOC_Os08g19114 LOC_Os01g73514 LOC_Os03g12670."
"83","21","LOC_Os03g57160 LOC_Os11g34860 LOC_Os05g28010 LOC_Os05g51490 LOC_Os02g07070 LOC_Os12g27520 LOC_Os03g48940.3 LOC_Os07g46730 LOC_Os06g39600 LOC_Os05g48960 LOC_Os01g38970 LOC_Os03g52150 LOC_Os02g54770 LOC_Os04g37780 LOC_Os12g07180 LOC_Os10g26990 LOC_Os02g0124"
"84","20","LOC_Os10g23900 LOC_Os11g14480 LOC_Os08g04340 LOC_Os08g04350 LOC_Os01g68470 LOC_Os06g33080 LOC_Os03g61500 LOC_Os09g15389 LOC_Os11g28530 LOC_Os11g29210 LOC_Os06g33100 LOC_Os06g32990 LOC_Os03g24820 LOC_Os02g30190 LOC_Os02g47090 LOC_Os10g23820 LOC_Os05g50580 "
"85","20","LOC_Os01g66850 LOC_Os07g47110 LOC_Os01g50760 LOC_Os03g42810.3 LOC_Os02g05030 LOC_Os01g64370 LOC_Os01g29740 LOC_Os06g44150 LOC_Os08g16840 LOC_Os02g47600 LOC_Os02g42940 LOC_Os08g42010 LOC_Os04g58900 LOC_Os01g52270 LOC_Os11g02180 LOC_Os03g07310 LOC_Os07g4679"
"86","19","LOC_Os04g10640 LOC_Os03g62070 LOC_Os05g14680 LOC_Os03g45330 LOC_Os04g06090 LOC_Os11g11350 LOC_Os03g42569 LOC_Os09g25270 LOC_Os02g30550 LOC_Os03g30870 LOC_Os03g19170 LOC_Os04g02970 LOC_Os06g02850 LOC_Os05g12000 LOC_Os05g03160 LOC_Os09g08990 LOC_Os03g44250 "
"87","19","LOC_Os07g43570 LOC_Os10g02240 LOC_Os06g18150.2 LOC_Os06g28194 LOC_Os08g32930 LOC_Os09g13470 LOC_Os09g23540 LOC_Os08g42100 LOC_Os06g09880 LOC_Os03g47610 LOC_Os05g51150 LOC_Os01g47190 LOC_Os11g32880 LOC_Os08g41090 LOC_Os10g28600 LOC_Os06g47800 LOC_Os06g0451"
"88","19","LOC_Os01g63500 LOC_Os02g14059 LOC_Os07g06090 LOC_Os01g55020 LOC_Os03g46750 LOC_Os01g16100 LOC_Os07g31550 LOC_Os10g29502 LOC_Os03g51840 LOC_Os08g34130 LOC_Os11g26030 LOC_Os05g30340 LOC_Os01g72190 LOC_Os10g41290 LOC_Os03g44520 LOC_Os02g57070 LOC_Os06g22654 "
"89","19","LOC_Os03g64380 LOC_Os06g08180 LOC_Os07g13280 LOC_Os07g37960 LOC_Os01g50770 LOC_Os04g51794 LOC_Os02g57370 LOC_Os12g19260 LOC_Os06g50970 LOC_Os01g16210 LOC_Os02g10130 LOC_Os11g33240 LOC_Os05g19040 LOC_Os12g05780 LOC_Os01g57066 LOC_Os03g26080 LOC_Os09g33790 "
"9","307","LOC_Os05g51020 LOC_Os07g34950 LOC_Os03g48050 LOC_Os04g54380 LOC_Os03g62690 LOC_Os12g40540 LOC_Os04g35760 LOC_Os06g21530 LOC_Os02g16709 LOC_Os09g21460 LOC_Os11g02450 LOC_Os12g02380 LOC_Os05g29860 LOC_Os12g19304 LOC_Os09g24530 LOC_Os02g36850 LOC_Os12g18550 "
"90","19","LOC_Os11g41680 LOC_Os11g42480 LOC_Os03g54130 LOC_Os09g25610 LOC_Os03g54114 LOC_Os07g38830 LOC_Os04g12530 LOC_Os01g07800 LOC_Os01g08080 LOC_Os12g05890 LOC_Os05g49910 LOC_Os12g43720 LOC_Os08g37030 LOC_Os03g14910 LOC_Os03g06520 LOC_Os11g42510 LOC_Os09g38410 "
"91","18","LOC_Os11g20080 LOC_Os10g01780 LOC_Os08g16430 LOC_Os08g16320 LOC_Os05g45240 LOC_Os01g19750 LOC_Os10g36960 LOC_Os01g70340 LOC_Os04g31430 LOC_Os01g51450 LOC_Os03g29150 LOC_Os04g45340 LOC_Os09g03939 LOC_Os04g32510 LOC_Os06g19740 LOC_Os10g20830 LOC_Os04g42610 "
"92","18","LOC_Os10g34000 LOC_Os12g08340 LOC_Os06g30090 LOC_Os04g57940 LOC_Os12g12600 LOC_Os11g05740 LOC_Os04g40590 LOC_Os03g13230 LOC_Os12g37740 LOC_Os04g40970 LOC_Os09g39330 LOC_Os01g28134 LOC_Os09g12310 LOC_Os09g32660 LOC_Os02g57080 LOC_Os02g06830 LOC_Os12g31770 "
"93","18","LOC_Os12g22284 LOC_Os01g22560 LOC_Os06g28820 LOC_Os11g35930 LOC_Os03g61720 LOC_Os12g22110 LOC_Os02g43194 LOC_Os05g11210 LOC_Os07g34320 LOC_Os08g36250 LOC_Os04g11970 LOC_Os09g38239 LOC_Os04g29090 LOC_Os05g18294.2 LOC_Os10g02260 LOC_Os03g58290 LOC_Os02g4311"
"94","18","LOC_Os07g13100 LOC_Os11g45050 LOC_Os05g51610 LOC_Os11g45190 LOC_Os04g09604 LOC_Os05g36930 LOC_Os11g39160 LOC_Os08g41489 LOC_Os02g42610 LOC_Os09g17329 LOC_Os10g10130 LOC_Os11g42970 LOC_Os01g10640 LOC_Os04g22660 LOC_Os04g49757.2 LOC_Os01g48940 LOC_Os03g2473"
"95","18","LOC_Os11g08330 LOC_Os11g31660 LOC_Os07g33690 LOC_Os04g01130 LOC_Os05g28460 LOC_Os02g21490 LOC_Os11g09970 LOC_Os02g09430 LOC_Os06g49870 LOC_Os03g56970 LOC_Os12g09089 LOC_Os07g10520 LOC_Os07g31390 LOC_Os03g62870 LOC_Os11g45410 LOC_Os03g53140 LOC_Os10g40790 "
"96","18","LOC_Os03g48100 LOC_Os02g10794 LOC_Os10g41030 LOC_Os02g47890 LOC_Os12g13440 LOC_Os03g09260 LOC_Os02g50799 LOC_Os11g04220 LOC_Os03g43800 LOC_Os02g06588 LOC_Os09g26390 LOC_Os06g36710 LOC_Os05g03550 LOC_Os10g38850 LOC_Os01g05500 LOC_Os10g42196 LOC_Os03g11890 "
"97","18","LOC_Os10g25600 LOC_Os02g43180 LOC_Os06g01410 LOC_Os01g14040 LOC_Os03g61640 LOC_Os12g41210 LOC_Os02g36520 LOC_Os06g45300 LOC_Os09g17620 LOC_Os08g34340 LOC_Os07g02030 LOC_Os02g33230 LOC_Os04g35380 LOC_Os05g43540 LOC_Os01g42500 LOC_Os02g39990 LOC_Os07g27110 "
"98","18","LOC_Os01g48820 LOC_Os03g55776 LOC_Os10g08340 LOC_Os01g24764 LOC_Os03g29184 LOC_Os01g20894 LOC_Os07g40920 LOC_Os11g28420 LOC_Os02g34470 LOC_Os07g12510 LOC_Os06g43810 LOC_Os03g64010 LOC_Os07g13234 LOC_Os10g19970 LOC_Os08g20680 LOC_Os09g34340 LOC_Os03g57349 "
"99","18","LOC_Os04g52830 LOC_Os06g10560 LOC_Os10g36690 LOC_Os10g04130 LOC_Os04g51700 LOC_Os02g45200 LOC_Os09g24900 LOC_Os03g56610 LOC_Os10g33720 LOC_Os01g66110 LOC_Os03g11340 LOC_Os08g09610 LOC_Os02g51860 LOC_Os09g34310 LOC_Os03g27390 LOC_Os03g62500 LOC_Os05g36110 "
